,name,artist,api_id,api_name,api_artists
221,He'll Have To Go,Jim Reeves,7dDE59NX0n466e705E8Itz,He’ll Have to Go - Melody Ranch Live Version,Jim Reeves
222,Cathy's Clown,Everly Brothers,27bw4i8LnECzVlbMZ4kFHw,Cathy's Clown - Remastered Album Version,The Everly Brothers
223,Im Sorry,Brenda Lee,4LJcNiq2pBb8OeqrGdBJQw,I'm Sorry,Brenda Lee
224,It's Now Or Never,Elvis Presley,1XunTmhOcj3xwh4b8P3isX,It's Now or Never,Elvis Presley
225,Stuck On You,Elvis Presley,39zODpVtRvghMyfNjZ3BVK,Stuck on You,Elvis Presley
226,The Twist,Chubby Checker,4YCnTYbq3oL1Lqpyxg33CU,The Twist,Chubby Checker
227,Everybody's Somebody's Fool,Connie Francis,0d8FE2qM1lDEv5TI8VuivT,Everybody's Somebody's Fool,Connie Francis
228,Wild One,Bobby Rydell,6OJZM84zgpRxRYtBk979xG,Wild One,Bobby Rydell
229,El Paso,Marty Robbins,4f8hBeMXMvssn6HtFAtblo,El Paso,Marty Robbins
230,My Heart Has A Mind Of Its Own,Connie Francis,7qinPLZ41lgIGuT40EAFs0,My Heart Has A Mind Of Its Own,Connie Francis
231,Sweet Nothin's,Brenda Lee,4ZiDhG5Ift5I6reAEOBBec,Sweet Nothin's,Brenda Lee
232,Only The Lonely,Roy Orbison,0PkBTqRtN25z3oKasWoKlj,Only the Lonely,Roy Orbison
233,Puppy Love,Paul Anka,1Gv8dvKmkHVaB1edYvW0Fr,Puppy Love - Remix,Paul Anka
234,Baby,Brook Benton,24J463hTTUpZwT1xLbET46,Thank You Pretty Baby - Rerecorded,Brook Benton
235,Sink The Bismark,Johnny Horton,3ncplTQUYBcxi2cCTiqvKC,Sink the Bismark,Johnny Horton
236,Chain Gang,Sam Cooke,7v1858htfU0srTDwhxeka8,Chain Gang,Sam Cooke
237,Let It Be Me,Everly Brothers,0Tjdbd83LEAWrA0atsXMDJ,Let It Be Me,The Everly Brothers
238,Beyond The Sea,Bobby Darin,3KzgdYUlqV6TOG7JCmx2Wg,Beyond the Sea,Bobby Darin
239,Go Jimmy Go,Jimmy Clanton,15mwNCoUIJJ1dvtNeSbY7J,"Go, Jimmy, Go",Jimmy Clanton
240,Night,Jackie Wilson,0GAXsJkYFTXhw6Rs3QWFBq,Night,Jackie Wilson
241,Pretty Blue Eyes,Steve Lawrence,7HDyKTm5e7XV6qszYSSlku,Pretty Blue Eyes,Steve Lawrence
242,I Want To Be Wanted,Brenda Lee,3i32qvP2ZwGz7VmOA1XzQD,I Want To Be Wanted - Re-Recorded In Stereo,Brenda Lee
243,Volare,Bobby Rydell,6aTY7Dx6719A0rTsYY7NgK,Volare,Bobby Rydell
244,The Village Of St. Bernadette,Andy Williams,076MbdGIiRAfHrGuXXPmkz,The Village of St. Bernadette - 1959 #7 Billboard chart hit,Andy Williams
245,Kiddio,Brook Benton,7l9RNVHHVgG7mMqnRoEcjL,Kiddio - Rerecorded,Brook Benton
246,It's Time To Cry,Paul Anka,6dAqyQn8GS2RYRqyP5eKTp,It's Time To Cry,Paul Anka
247,Mama,Connie Francis,5htJrzx9BOWrWWuTFRbehY,Mama,Connie Francis
248,So Sad,Everly Brothers,1Eo6eH8Yppywb6nkWDhB1b,So Sad (To Watch Good Love Go Bad),The Everly Brothers
249,That's All You Gotta Do,Brenda Lee,1aTHBOr0V8XnbgHSRPyJtg,That's All You Gotta Do,Brenda Lee
250,Walking To New Orleans,Fats Domino,5I3hQNKjCwalENrab1SBtt,Walking To New Orleans - Remastered,Fats Domino
251,Among My Souvenirs,Connie Francis,1tM2BQzEMJ5f9siQ9ZjM6P,Among My Souvenirs,Connie Francis
252,Swingin' School,Bobby Rydell,2V0U78Xx4KY843bJbuq586,Swingin' School,Bobby Rydell
253,A Rockin' Good Way,Dinah Washington,4ydSzWwxqtNdP4VPfQe8bf,A Rockin' Good Way (To Mess Around And Fall In Love),"Dinah Washington,Brook Benton"
254,Stairway To Heaven,Neil Sedaka,2bHXXAgNA9MMvHE2e6Dgay,Stairway to Heaven,Neil Sedaka
255,My Home Town,Paul Anka,75wzEkDy6NnSj692dA99ip,My Home Town,Paul Anka
256,Georgia On My Mind,Ray Charles,47mA6f44zxLtdATOoY7GjN,Georgia on My Mind - Original Master Recording,Ray Charles
257,Wonderful World,Sam Cooke,2g2GkH3vZHk4lWzBjgQ6nY,(What A) Wonderful World,Sam Cooke
258,Young Emotions,Ricky Nelson,6lDX5Uhl1It298l8hhQpBr,Young Emotions - Remastered 2005,Ricky Nelson
259,Dreamin',Johnny Burnette,3e6DgJHco44VZekE9wz8Wh,Dreamin',Johnny Burnette
260,Poetry In Motion,Johnny Tillotson,2HKafPuzWaKsCzcE3zFOIX,Poetry In Motion - 1960 #2 Billboard chart hit,Johnny Tillotson
261,When Will I Be Loved,Everly Brothers,27TC9sT6A3Tr29O9Ya3xWL,When Will I Be Loved - 1960 #8 Billboard chart hit; #4 UK,The Everly Brothers
262,Little Bitty Girl,Bobby Rydell,0ZqhPLdc7yEv6iADB7no3F,Little Bitty Girl,Bobby Rydell
263,I Fall To Pieces,Patsy Cline,6zFsz86nAj5gcvzyVqNL3k,I Fall To Pieces - Single Version,"Patsy Cline,The Jordanaires"
264,Runaway,Del Shannon,45Szkclj1lt4ubm7RFK68t,Runaway,Del Shannon
265,Pony Time,Chubby Checker,2XPEv2sB6c44DSocT2TwAc,Pony Time,Chubby Checker
266,Running Scared,Roy Orbison,6sbj89WozjblBMa5u41orw,Running Scared,Roy Orbison
267,Dedicated To The One I Love,Shirelles,36f5xtZ2CXIc1WOirnnD3j,Dedicated To The One I Love,The Shirelles
268,Where The Boys Are,Connie Francis,70UvKFI48DAQ2suS58bu5l,Where The Boys Are,Connie Francis
269,Hit The Road Jack,Ray Charles,5yQFVCQkupKqTJecbXA7qT,Hit the Road Jack,Ray Charles
270,Travelin' Man,Ricky Nelson,1sM0yZDxUhPQhkDh2CLd6l,Travelin' Man - Remastered,Ricky Nelson
271,The Boll Weevil Song,Brook Benton,5gCkto8RSjGPynLo3GjOk0,The Boll Weevil Song,Brook Benton
272,Dont Worry,Marty Robbins,0dPfKBYyPmoSfoLJqeKAs4,Don't Worry,Marty Robbins
273,Quarter To Three,"Gary ""U.S."" Bonds",7aHn8rGeEGkDkQiUV0DpW1,Quarter To Three,Gary U.S. Bonds
274,Calendar Girl,Neil Sedaka,7Gpx2fNJiilvrf9Ss8qbit,Calendar Girl,Neil Sedaka
275,Without You,Johnny Tillotson,5HbuNDquUjgOoJIozrdayL,Without You - 1961 #7 Billboard chart hit,Johnny Tillotson
276,Wings Of A Dove,Ferlin Husky,31vF1iGX0S3Dtv0rQfEksJ,Wings of a Dove,"Ferlin Husky,Hank Locklin"
277,Little Sister,Elvis Presley,5jRnmQJAwBbtikNcvYbp3B,Little Sister,Elvis Presley
278,Hello Mary Lou,Ricky Nelson,6ImmlZj8ysK2jDnqqbKp60,"Hello Mary Lou, Goodbye Heart - Remastered",Ricky Nelson
279,There's A Moon Out Tonight,Capris,1BILDfIiSgFh6MvLHjq1Jo,There's a Moon out Tonight,The Capris
280,Surrender,Elvis Presley,366wRPrx2airjcCRkxgoS2,Surrender,Elvis Presley
281,Ya Ya,Lee Dorsey,2pMwweGkjNLXZkSDZ63LYf,Ya Ya,Lee Dorsey
282,School Is Out,"Gary ""U.S."" Bonds",01GarP7Iim3fsxASclkEFW,School Is Out,Gary U.S. Bonds
283,Walk Right Back,Everly Brothers,3NUXLtK8UGdD8TvZ12b4dD,Walk Right Back,The Everly Brothers
284,Moody River,Pat Boone,2TEdI0KNrYHo4UPhrt0ais,Moody River - Single Version,Pat Boone
285,One Mint Julep,Ray Charles,3Pq3nWYY5IBHfFhCdrZgzt,One Mint Julep,Ray Charles
286,Stand By Me,Ben E. King,3SdTKo2uVsxFblQjpScoHy,Stand by Me,Ben E. King
287,Spanish Harlem,Ben E. King,3UCmuRdeTriWgOZMEJsfqZ,Spanish Harlem,Ben E. King
288,It's Gonna Work Out Fine,Ike and Tina Turner,2vGVafns1VhbbhyIKi5VtL,It's Gonna Work Out Fine,Ike & Tina Turner
289,Hats Off To Larry,Del Shannon,0Eok7UwcfOhuNxBNnJzeHY,Hats off to Larry,Del Shannon
290,The Fly,Chubby Checker,0q9KuZKLyaMuum6C8qJGPJ,The Fly,Chubby Checker
291,(Marie's The Name) His Latest Flame,Elvis Presley,4qbLOU1T7xgTH87eUSkvJ1,(Marie's The Name) His Latest Flame,Elvis Presley
292,Wonderland By Night,Bert Kaempfert,1xDkYGbHn8BSLVRGFrYeuq,Wonderland By Night (Wunderland bei Nacht),Bert Kaempfert
293,Bless You,Tony Orlando,06VKnttgGlIvFhZQgbuQtu,Bless You,Tony Orlando
294,Think Twice,Brook Benton,3rjOwWd1wgJNvoqskwcPhT,Think Twice,Brook Benton
295,Breakin' In A Brand New Broken Heart,Connie Francis,4Z2sM6VTcNZZQjpjR267go,Breakin' In A Brand New Broken Heart,Connie Francis
296,Mama Said,Shirelles,5sGeyWYDvUIF7QjERNCY7L,Mama Said,The Shirelles
297,Let The Four Winds Blow,Fats Domino,16wsaPpSfcvo9ysLD8BZ4o,Let The Four Winds Blow - Remastered 2002,Fats Domino
298,My Kind Of Girl,Matt Monroe,4otoz66kYmUhJckTRaQVtu,My Kind of Girl,Matt Monro
299,"Tonight My Love, Tonight",Paul Anka,0hYEYnKYQt5d0zQdUABH3V,"Tonight My Love, Tonight",Paul Anka
300,Good Time Baby,Bobby Rydell,5Zt2tF219dfVI32VAORqXH,Good Time Baby,Bobby Rydell
301,Dum Dum,Brenda Lee,2amlWbDFBNfQyoHy7mIMnZ,Dum Dum,Brenda Lee
302,You Can Depend On Me,Brenda Lee,6sEzDVlcfYn2akvtzUitrb,You Can Depend On Me,Brenda Lee
303,Let's Twist Again,Chubby Checker,1INWPr855fwWdAOeecbu0W,Let's Twist Again,Chubby Checker
304,Are You Lonesome Tonight,Elvis Presley,6vXZs9rEQF7Nd6O8Ue7NrT,Are You Lonesome Tonight,Elvis Presley
305,Sea Of Heartbreak,Don Gibson,0xERMvJD8djz1ZBjPSRLvM,Sea of Heartbreak,Don Gibson
306,You Must Have Been A Beautiful Baby,Bobby Darin,1ATiocRsFUbrnEFhb5Y4y9,You Must Have Been a Beautiful Baby,Bobby Darin
307,I Can't Stop Loving You,Ray Charles,79nJj5dMyTsUzKvN5jUXsJ,I Can't Stop Loving You,Ray Charles
308,Roses Are Red,Bobby Vinton,0qYok0f8O5DE8yJSo146dn,Roses Are Red (My Love) - Single Version,Bobby Vinton
309,The Twist,Chubby Checker,4YCnTYbq3oL1Lqpyxg33CU,The Twist,Chubby Checker
310,Soldier Boy,Shirelles,6g4Oyy8IwraOjPl7nqnROq,Soldier Boy,The Shirelles
311,Duke Of Earl,Gene Chandler,6Hy22YDN9HJMRlJP1LwnJy,Duke of Earl,Gene Chandler
312,Breaking Up Is Hard To Do,Neil Sedaka,2x6pbpjVGjiWCcH89IK8AX,Breaking Up Is Hard to Do,Neil Sedaka
313,Slow Twistin',Chubby Checker,6Ie2IgHpf1Pgdo5swugul3,Slow Twistin',Chubby Checker
314,It Keeps Right On a-Hurtin',Johnny Tillotson,7d0sUxZ1O3zyM5B8t6CYST,It Keeps Right On A-Hurtin' - 1962 #3Pop; #4Country Billboard Chart Hit,Johnny Tillotson
315,The One Who Really Loves You,Mary Wells,4M732X5J2BE6M8VIHHfxMx,The One Who Really Loves You - Single Version,Mary Wells
316,Good Luck Charm,Elvis Presley,19gotedXtqeE8dWju6WURW,Good Luck Charm,Elvis Presley
317,Sheila,Tommy Roe,5Mzu8smN6fRBCaUaTytD1W,Sheila,Tommy Roe
318,Twistin' The Night Away,Sam Cooke,7FS541dJh3iQAEXEZoDhE6,Twistin' the Night Away,Sam Cooke
319,Break It To Me Gently,Brenda Lee,5JccvAiwcZ7n3urnXqWPsG,Break It To Me Gently,Brenda Lee
320,Ramblin' Rose,Nat King Cole,6bZlab0NrNteVppLu9C2Zy,Ramblin' Rose,Nat King Cole
321,She Cried,Jay and The Americans,30vrWTWGHRF6mbyCiDMamO,She Cried,Jay & The Americans
322,Dont Break The Heart That Loves You,Connie Francis,15e7F6w10JTcuRcuR27QlG,Don't Break The Heart That Loves You,Connie Francis
323,Dear Lady Twist,Gary U.S. Bonds,248Jb9TGzk3Rk0OaNtUGol,Dear Lady Twist,Gary U.S. Bonds
324,Twist And Shout,Isley Brothers,0URp9jOJtiWKR1AfMGH2Qj,Twist And Shout,The Isley Brothers
325,Baby It's You,Shirelles,52wBOrIX3kkNe1KEALXOGy,Baby It's You,The Shirelles
326,Speedy Gonzales,Pat Boone,3TmnUIbelFiDzrhZqavHU0,Speedy Gonzales,Pat Boone
327,A Little Bitty Tear,Burl Ives,3XhTHMleuyoQCP8jxOeIhD,A Little Bitty Tear,Burl Ives
328,Crying In The Rain,Everly Brothers,3lWuagNhAzcqOikD5KnBku,Crying in the Rain,The Everly Brothers
329,Having A Party,Sam Cooke,1VbD7IkGVqi8VOksRBwrC0,Having a Party,Sam Cooke
330,You Don't Know Me,Ray Charles,6LahUh0U4umx6hDFfVWlGi,You Don't Know Me,Ray Charles
331,Can't Help Falling In Love,Elvis Presley,0ghQkNDYLSl4GsqfkjTjWx,Can’t Help Falling in Love - Acoustic Cover,"Elvis Presley,Joe Clas"
332,Moon River,Henry Mancini,5iGleL7HpEThuuYQ3us2jh,Moon River(Vocal Audrey Hepburn),Henry Mancini
333,Ahab The Arab,Ray Stevens,792qsDAf2ScTLCVjXS6HwB,Ahab The Arab,Ray Stevens
334,Things,Bobby Darin,7EME8xI4YLbUUT8qVKgBoR,Things,Bobby Darin
335,The Man Who Shot Liberty Valance,Gene Pitney,2ZHxl0iAc5mwJFX6Y5TvRU,(The Man Who Shot) Liberty Valance,Gene Pitney
336,Dream Baby,Roy Orbison,2brxFq9YHrI4v6RGrocn5X,Dream Baby (How Long Must I Dream),Roy Orbison
337,Snap Your Fingers,Joe Henderson,1oYef47TdXsf8ssv8U1yzb,Snap Your Fingers,Joe Henderson
338,Let's Dance,Chris Montez,2Qm5DrmotzWvqNM3JlcQYo,Let's Dance,Chris Montez
339,You Beat Me To The Punch,Mary Wells,4Sz8zFchpHQVQVqVyGz5Jb,You Beat Me To The Punch - Stereo Version,Mary Wells
340,Everybody Loves Me But You,Brenda Lee,33aC0VE93PEf6dAqYOobRN,Everybody Loves Me But You,Brenda Lee
341,Venus In Blue Jeans,Jimmy Clanton,4YVn6eoXNhmJjzlsdxhqc6,Venus in Blue Jeans,Jimmy Clanton
342,Love Me Warm And Tender,Paul Anka,2gpLU5dhDI62Oo5I3kzJTZ,Love Me Warm And Tender,Paul Anka
343,She's Got You,Patsy Cline,4H1POasJbrLNaQirsIH29e,She's Got You - Single Version,Patsy Cline
344,Funny Way Of Laughin',Burl Ives,1hQ41No89ehwGgOnub7CTv,Funny Way Of Laughing - Single Version,Burl Ives
345,"Twist, Twist Senora",Gary U.S. Bonds,1u7zJy4RUSXclRhswkA6RT,"Twist, Twist Senora",Gary U.S. Bonds
346,Ill Never Dance Again,Bobby Rydell,5fxChRcnmyk2en0r5YMF6E,I'll Never Dance Again,Bobby Rydell
347,Where Have All The Flowers Gone,Kingston Trio,4C3jDWATqX5n4xaRO8wZOF,Where Have All The Flowers Gone? - Remastered,The Kingston Trio
348,Town Without Pity,Gene Pitney,67UXizE2cmFVVDPU4Gl17A,Town Without Pity,Gene Pitney
349,If I Had A Hammer,"Peter, Paul and Mary",6R9LiK1WhfnTvFsVfusdQl,If I Had a Hammer - 2004 Remaster,"Peter, Paul and Mary"
350,Surfin' Safari,Beach Boys,4kIYRtgbZyPzAWSFLdlajW,Surfin' Safari - Mono/Remastered 2001,The Beach Boys
351,Surfin' U.S.A.,Beach Boys,0wz1LjDb9ZNEYwOmDJ3Q4b,Surfin' U.S.A. - Remastered,The Beach Boys
352,The End Of The World,Skeeter Davis,5DTOOkooKFUvWj1XQTFa09,The End of the World,Skeeter Davis
353,Blue Velvet,Bobby Vinton,4QelFzhVgLomeQhvKrwM1S,Blue Velvet,Bobby Vinton
354,Cant Get Used To Losing You,Andy Williams,41zpWL98BsYKP5nvtdTM5z,Can't Get Used to Losing You - Single Version,Andy Williams
355,She's A Fool,Lesley Gore,3h681qZSmhBOciAXLl1nsA,She's A Fool,Lesley Gore
356,Puff,"Peter, Paul and Mary",3hqsBLMAqJqrhr434Z7WlA,"Puff, the Magic Dragon","Peter, Paul and Mary"
357,Blowin' In The Wind,"Peter, Paul and Mary",62Yu8QL1g9pdbvN4XL9Rah,Blowin' in the Wind,"Peter, Paul and Mary"
358,I Love You Because,Al Martino,5ggafYsNyKhTR9bISS3OPj,I Love You Because,Al Martino
359,Youre The Reason Im Living,Bobby Darin,1r3HrhoBpczK4UryeoK1mO,You're The Reason I'm Living - Remastered,Bobby Darin
360,It's My Party,Lesley Gore,1Pq47iFLC5U7j8xeNiNcuS,It's My Party,Lesley Gore
361,Blame It On The Bossa Nova,Eydie Gorme,1vOsIiq80fcYONCUEBbzHu,Blame It On The Bossa Nova,Eydie Gormé
362,Denise,Randy,2uyTuHLAB3unDK1vkjViH5,Denise,Randy & The Rainbows
363,Surfer Girl,Beach Boys,1AJ5F0FMTC3yFU3ocjy1gE,Surfer Girl - Remastered,The Beach Boys
364,Everybody,Tommy Roe,4IJcHdY7t0TcHnmjNtPkil,Everybody,Tommy Roe
365,I Can't Stay Mad At You,Skeeter Davis,0ijOfCj9PHvhnrX6WXrQns,I Can't Stay Mad at You,Skeeter Davis
366,Be My Baby,Ronettes,2G2YzndIA6jeWFPBXhUjh5,Be My Baby,The Ronettes
367,Mean Woman Blues,Roy Orbison,7musXxMnvcRrmV4t9IFmhr,Mean Woman Blues,Roy Orbison
368,Days Of Wine And Roses,Henry Mancini,2sWRC12vYVTHjdTD2WOE4v,Days Of Wine And Roses - REMASTERED,Henry Mancini
369,Blue On Blue,Bobby Vinton,5n6zROqnqMtYXfQ2vazEaz,Blue on Blue,Bobby Vinton
370,Two Faces Have I,Lou Christie,1cpguRdD11njLNH2ZeWygE,Two Faces Have I,Lou Christie
371,Busted,Ray Charles,3YSviAGEU8lslBKSNkc2Z3,Drunk Busted,Billy Ray Charles
372,Foolish Little Girl,Shirelles,093adSf9ll30BEpggrfask,Foolish Little Girl,The Shirelles
373,In Dreams,Roy Orbison,5YsyqcewwE0c1ukzHVciS3,In Dreams,Roy Orbison
374,Losing You,Brenda Lee,78HTdAIfx2UBmFWZN4s7A6,Losing You,Brenda Lee
375,I Wanna Be Around,Tony Bennett,1smChL3Aq1U9DZA83LuDtp,I Wanna Be Around...,Tony Bennett
376,Little Red Rooster,Sam Cooke,1msykqPE0qoZig4nb9khI0,Little Red Rooster,Sam Cooke
377,(Youre The) Devil In Disguise,Elvis Presley,0D1pEisM3QkiacGXJe5dmd,(You're The) Devil in Disguise,Elvis Presley
378,Those Lazy Hazy Crazy Days Of Summer,Nat King Cole,0ItlbY5mHDSYQd3SOgAlZu,"Those Lazy, Hazy, Crazy Days Of Summer",Nat King Cole
379,Baby Workout,Jackie Wilson,4c9g1LMBE6RMxmI9DcxlQw,Baby Workout,Jackie Wilson
380,Pride And Joy,Marvin Gaye,7yvOPcquZRqoIxk14gkaMk,Pride And Joy,Marvin Gaye
381,Walking The Dog,Rufus Thomas,6iFYsQckCCtGsabW0rXEPn,Walking the Dog,Rufus Thomas
382,What Will My Mary Say,Johnny Mathis,6zYmF5WIfsj6wU8l1cOFYH,What Will My Mary Say,Johnny Mathis
383,Ring Of Fire,Johnny Cash,6YffUZJ2R06kyxyK6onezL,Ring of Fire,Johnny Cash
384,Just One Look,Doris Troy,154uJXAUVoqvV5on0w03a0,Just One Look,Doris Troy
385,Judy's Turn To Cry,Lesley Gore,5Vb0SgInHwS0tq46dApdBY,Judy's Turn To Cry,Lesley Gore
386,"Tie Me Kangaroo Down, Sport",Rolf Harris,10maCTtDF9d49etMTnA45B,"Tie Me Kangaroo Down, Sport",Rolf Harris
387,"That Sunday, That Summer",Nat King Cole,3SWIQx1j5erTiT9IXcaRNH,"That Sunday, That Summer",Nat King Cole
388,Another Saturday Night,Sam Cooke,5z8DiKSG4EwxmO6gUi12rZ,Another Saturday Night,Sam Cooke
389,"Painted, Tainted Rose",Al Martino,5f4LwMkyw5ldc4TCrvDoy6,"Painted, Tainted Rose - Remastered",Al Martino
390,Go Away Little Girl,Steve Lawrence,5ewcbH8HRUcbDD0UsXa9by,Go Away Little Girl,"Steve Lawrence,Eydie Gormé"
391,Take These Chains From My Heart,Ray Charles,3FQWctzZxGRaIbzX6YDNPB,Take These Chains From My Heart,Ray Charles
392,Come And Get These Memories,Martha and The Vandellas,5gwvsIrTVL4F76tn9xEhQ3,Come And Get These Memories,Martha Reeves & The Vandellas
393,Bossa Nova Baby,Elvis Presley,22Z6ClJxSRovjPiswfCg3V,Bossa Nova Baby,Elvis Presley
394,Shut Down,Beach Boys,2moq838vdmPDMR72OOhLCT,Shut Down,The Beach Boys
395,Little Town Flirt,Del Shannon,3HTrH00YRZZWJ8C6cb12ea,Little Town Flirt,Del Shannon
396,I Want To Hold Your Hand,Beatles,4pbG9SUmWIvsROVLF0zF9s,I Want To Hold Your Hand - Remastered 2015,The Beatles
397,She Loves You,Beatles,6nEkxYIEnrbYH7h1hJ8Xn6,She Loves You - Mono / Remastered,The Beatles
398,"Hello, Dolly!",Louis Armstrong,63kd4m3VFxcJjPVVtbVNAu,"Hello, Dolly!",Louis Armstrong
399,"Oh, Pretty Woman",Roy Orbison,48i055G1OT5KxGGftwFxWy,"Oh, Pretty Woman",Roy Orbison
400,I Get Around,Beach Boys,3v9xlH6BpmRbqL7hgNJhfT,I Get Around (Mono),The Beach Boys
401,Everybody Loves Somebody,Dean Martin,5I9sHwLDX28tLtzVgKLtpr,Everybody Loves Somebody,Dean Martin
402,My Guy,Mary Wells,4591VqUIXysNlmI5NcAIUd,My Guy,Mary Wells
403,Where Did Our Love Go,Supremes,69RH84na5iUNwrwxpgjC5j,Where Did Our Love Go,The Supremes
404,People,Barbara Streisand,0s7UEtczBGK68zYCi1y6W8,People (with Stevie Wonder),"Barbra Streisand,Stevie Wonder"
405,A Hard Day's Night,Beatles,5J2CHimS7dWYMImCHkEFaJ,A Hard Day's Night - Remastered 2009,The Beatles
406,Love Me Do,Beatles,3VbGCXWRiouAq8VyMYN2MI,Love Me Do - Remastered 2009,The Beatles
407,Do Wah Diddy Diddy,Manfred Mann,69sEXPrKQ5PtCxel5csSXs,Do Wah Diddy Diddy - 2007 Remaster,Manfred Mann
408,Please Please Me,Beatles,6EHuOufBeL6vk3TvVJB5qo,Please Please Me - Remastered 2009,The Beatles
409,Dancing In The Street,Martha and The Vandellas,6rLqjzGV5VMLDWEnuUqi8q,Dancing In The Street - Stereo,Martha Reeves & The Vandellas
410,Little Children,Billy J. Kramer and The Dakotas,4Ut93W00xLJxJKHzm3MP5L,Little Children,"Billy J. Kramer,The Dakotas"
411,Glad All Over,Dave Clark Five,2w8oMeJjXn1KTnU2fr9eFB,Glad All Over - 2019 - Remaster,The Dave Clark Five
412,It Hurts To Be In Love,Gene Pitney,0Sr9pmp8QMts6l3kAunRrP,It Hurts To Be In Love,Gene Pitney
413,Come A Little Bit Closer,Jay and The Americans,252YuUdUaC5OojaBU0H1CP,Come A Little Bit Closer,Jay & The Americans
414,A World Without Love,Peter and Gordon,1A0j6qANKHgk7VZ6uvYO06,A World Without Love,Peter And Gordon
415,Baby Love,Supremes,5uES1C2NgkdrNHiCwf9jRr,Baby Love,The Supremes
416,Wishin' And Hopin',Dusty Springfield,1UBcwKIAUHo7BYAvae6yeA,Wishin' And Hopin',Dusty Springfield
417,You Don't Own Me,Lesley Gore,7ngRS53kqxLcEt9Pythc5d,You Don't Own Me,Lesley Gore
418,Walk On By,Dionne Warwick,3xsOtNxtBW0oTI1OWKAzTm,Walk on By,Dionne Warwick
419,Twist And Shout,Beatles,5ZBeML7Lf3FMEVviTyvi8l,Twist And Shout - Remastered 2009,The Beatles
420,Memphis,Johnny Rivers,5QqdnAVnNCfWp9CZ3pi5a0,Memphis - Live At Whiskey A Go Go / 1964 / Remastered 1995,Johnny Rivers
421,White On White,Danny Williams,4GwosqCFTn7RKfyPgy3kWW,White on White,Danny Williams
422,The Shoop Shoop Song,Betty Everett,3qoNRhQuqbAG4uXrPx2aSk,The Shoop Shoop Song (It's In His Kiss),Betty Everett
423,Bits And Pieces,Dave Clark Five,3bMt6mpqpDiCRQ3poewMAo,Bits and Pieces - 2019 - Remaster,The Dave Clark Five
424,Dont Let The Sun Catch You Crying,Gerry and The Pacemakers,5WK2srLxBE7aCxg1Zt8GIe,Don't Let the Sun Catch You Crying (Main) - Mono,Gerry & The Pacemakers
425,A Summer Song,Chad and Jeremy,5xM7bDmr2KUynKX6OfZufi,A Summer Song,Chad & Jeremy
426,The Girl From Ipanema,Stan Getz,3898C4AbdbptwYet6547e5,The Girl From Ipanema,"Stan Getz,João Gilberto,Astrud Gilberto"
427,Can't Buy Me Love,Beatles,3EQBI1Fiv7z3QfqTeb9Tqk,Can’t Buy Me Love - Acoustic Cover,"The Beatles,Philip De Blue"
428,Do You Want To Know A Secret,Beatles,7Aobt67JnaF7qN8jCCKvHq,Do You Want To Know A Secret - Remastered 2009,The Beatles
429,Baby I Need Your Loving,Four Tops,3aCbwWCYCT3MJjZeUnlcp4,Baby I Need Your Loving,Four Tops
430,Diane,Bachelors,01QicLin8hNjIcUDuE0nRP,Diane,The Bachelors
431,Because,Dave Clark Five,4IQ0Qa0xJ5ZgbzZ2jyrxC0,Because - 2019 - Remaster,The Dave Clark Five
432,Today,New Christy Minstrels,51LazY4piOq7dw5AARunow,Today,The New Christy Minstrels
433,Cant You See That Shes Mine,Dave Clark Five,5AI0igDZhr8Au7Y4f3sczL,Can't You See That She's Mine - 2019 - Remaster,The Dave Clark Five
434,The Way You Do The Things You Do,Temptations,3496rr5XSGD6n1Z1OKXovb,The Way You Do The Things You Do,The Temptations
435,Anyone Who Had A Heart,Dionne Warwick,2BQZvZsA9SRafvWEBSQnri,Anyone Who Had a Heart,Dionne Warwick
436,I Love You More And More Every Day,Al Martino,4I6OrFObPlJNl1bP2KZTjA,I Love You More And More Every Day - Remastered,Al Martino
437,It's Over,Roy Orbison,3HZMEIZY9Z6GdhPaG5bAK2,It's Over,Roy Orbison
438,The Door Is Still Open To My Heart,Dean Martin,45tNymiGXb2afxk7opDlmA,The Door Is Still Open to My Heart,Dean Martin
439,You Really Got Me,Kinks,29SyMC0plk6qw8NMF7lfRL,You Really Got Me - Mono Mix,The Kinks
440,The Shelter Of Your Arms,Sammy Davis Jr.,1959PESdlKUTrT3Tx8wXkq,The Shelter of Your Arms,Sammy Davis Jr.
441,Chug-a-lug,Roger Miller,0mD2pnYVF8DB3oqtY5KM8h,Chug-A-Lug,Roger Miller
442,Dang Me,Roger Miller,20iH1uibQIUqNFk3wzG7AG,Dang Me,Roger Miller
443,Dont Throw Your Love Away,Searchers,79JSK9KJq20yINUKx0feVz,Don't Throw Your Love Away - Mono,The Searchers
444,Do You Love Me,Dave Clark Five,3qjl89Zx45QpRL0o6wTvDM,Do You Love Me - 2019 - Remaster,The Dave Clark Five
445,I Saw Her Standing There,Beatles,3KiexfmhxHvG5IgAElmTkd,I Saw Her Standing There - Remastered 2009,The Beatles
446,A Fool Never Learns,Andy Williams,78Uz5O2o00RpnNNlvOMl7K,A Fool Never Learns - Single Version,Andy Williams
447,Bad To Me,Billy J. Kramer and The Dakotas,5KITgZRmX2gNeQb1FgDXw4,Bad to Me - Live,Billy J. Kramer & The Dakotas
