,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.241,0.237,1,-12.201,1,0.0371,0.952,0.0,0.113,0.303,174.578,audio_features,5dae01pKNjRQtgOeAkFzPY,spotify:track:5dae01pKNjRQtgOeAkFzPY,https://api.spotify.com/v1/tracks/5dae01pKNjRQtgOeAkFzPY,https://api.spotify.com/v1/audio-analysis/5dae01pKNjRQtgOeAkFzPY,194987,3
1,0.455,0.0792,8,-14.181,1,0.0413,0.928,0.0,0.138,0.22,112.112,audio_features,1VBj7RIbwUOjNetvbECBTz,spotify:track:1VBj7RIbwUOjNetvbECBTz,https://api.spotify.com/v1/tracks/1VBj7RIbwUOjNetvbECBTz,https://api.spotify.com/v1/audio-analysis/1VBj7RIbwUOjNetvbECBTz,197973,1
2,0.373,0.124,5,-12.95,1,0.0342,0.969,0.000891,0.123,0.351,86.857,audio_features,0BHroBUvBAp561BYqC9LRK,spotify:track:0BHroBUvBAp561BYqC9LRK,https://api.spotify.com/v1/tracks/0BHroBUvBAp561BYqC9LRK,https://api.spotify.com/v1/audio-analysis/0BHroBUvBAp561BYqC9LRK,185000,3
3,0.697,0.182,7,-12.586,1,0.0357,0.78,0.0,0.126,0.474,82.184,audio_features,0KnD456yC5JuweN932Ems3,spotify:track:0KnD456yC5JuweN932Ems3,https://api.spotify.com/v1/tracks/0KnD456yC5JuweN932Ems3,https://api.spotify.com/v1/audio-analysis/0KnD456yC5JuweN932Ems3,158000,3
4,0.627,0.193,8,-14.935,1,0.0451,0.888,1.49e-06,0.119,0.596,123.231,audio_features,19vjeNqhgk0vhH5TuxDok9,spotify:track:19vjeNqhgk0vhH5TuxDok9,https://api.spotify.com/v1/tracks/19vjeNqhgk0vhH5TuxDok9,https://api.spotify.com/v1/audio-analysis/19vjeNqhgk0vhH5TuxDok9,194333,4
5,0.668,0.446,1,-9.807,1,0.0507,0.842,0.0,0.542,0.928,133.329,audio_features,1JTMYTNi06lZQXOnVRpoK0,spotify:track:1JTMYTNi06lZQXOnVRpoK0,https://api.spotify.com/v1/tracks/1JTMYTNi06lZQXOnVRpoK0,https://api.spotify.com/v1/audio-analysis/1JTMYTNi06lZQXOnVRpoK0,174933,4
6,0.767,0.288,2,-12.741,1,0.0397,0.91,0.000377,0.142,0.722,107.741,audio_features,28IBsttOK2aG9Cb4QtqhMr,spotify:track:28IBsttOK2aG9Cb4QtqhMr,https://api.spotify.com/v1/tracks/28IBsttOK2aG9Cb4QtqhMr,https://api.spotify.com/v1/audio-analysis/28IBsttOK2aG9Cb4QtqhMr,161293,3
7,0.572,0.273,5,-14.906,0,0.0526,0.777,0.0,0.268,0.43,80.236,audio_features,0b0bKit4qoLBliu2KRxl3O,spotify:track:0b0bKit4qoLBliu2KRxl3O,https://api.spotify.com/v1/tracks/0b0bKit4qoLBliu2KRxl3O,https://api.spotify.com/v1/audio-analysis/0b0bKit4qoLBliu2KRxl3O,172840,4
8,0.201,0.213,8,-14.531,1,0.0298,0.805,8.22e-05,0.126,0.203,96.324,audio_features,0zII0Soax7wbm3Avw7iVAd,spotify:track:0zII0Soax7wbm3Avw7iVAd,https://api.spotify.com/v1/tracks/0zII0Soax7wbm3Avw7iVAd,https://api.spotify.com/v1/audio-analysis/0zII0Soax7wbm3Avw7iVAd,204627,4
9,0.248,0.22,7,-10.768,0,0.0299,0.94,0.00197,0.109,0.191,71.377,audio_features,1hVEHu6SemMvlYAP5MWkDj,spotify:track:1hVEHu6SemMvlYAP5MWkDj,https://api.spotify.com/v1/tracks/1hVEHu6SemMvlYAP5MWkDj,https://api.spotify.com/v1/audio-analysis/1hVEHu6SemMvlYAP5MWkDj,242040,4
10,0.527,0.633,10,-8.56,0,0.114,0.826,0.0,0.422,0.961,183.174,audio_features,3GVyT9fBXuEkGs1STo2WHZ,spotify:track:3GVyT9fBXuEkGs1STo2WHZ,https://api.spotify.com/v1/tracks/3GVyT9fBXuEkGs1STo2WHZ,https://api.spotify.com/v1/audio-analysis/3GVyT9fBXuEkGs1STo2WHZ,116933,4
11,0.168,0.457,1,-7.361,1,0.0375,0.972,1.33e-06,0.18,0.202,86.749,audio_features,7bETs6oajlWYVo9ycX74Vp,spotify:track:7bETs6oajlWYVo9ycX74Vp,https://api.spotify.com/v1/tracks/7bETs6oajlWYVo9ycX74Vp,https://api.spotify.com/v1/audio-analysis/7bETs6oajlWYVo9ycX74Vp,209627,3
12,0.34,0.123,5,-12.329,0,0.0432,0.954,1.18e-06,0.151,0.3,75.003,audio_features,6U5Iv1vX8qUOVCMijAgZhL,spotify:track:6U5Iv1vX8qUOVCMijAgZhL,https://api.spotify.com/v1/tracks/6U5Iv1vX8qUOVCMijAgZhL,https://api.spotify.com/v1/audio-analysis/6U5Iv1vX8qUOVCMijAgZhL,195427,4
13,0.164,0.167,10,-12.945,1,0.0321,0.991,0.0625,0.17,0.123,168.694,audio_features,1ByBFh9kjYuwpfpzaiMQX9,spotify:track:1ByBFh9kjYuwpfpzaiMQX9,https://api.spotify.com/v1/tracks/1ByBFh9kjYuwpfpzaiMQX9,https://api.spotify.com/v1/audio-analysis/1ByBFh9kjYuwpfpzaiMQX9,193933,3
14,0.504,0.265,5,-16.424,1,0.0344,0.835,0.0,0.604,0.393,136.721,audio_features,6SYQwsOxHW5uUYjUpOKtIC,spotify:track:6SYQwsOxHW5uUYjUpOKtIC,https://api.spotify.com/v1/tracks/6SYQwsOxHW5uUYjUpOKtIC,https://api.spotify.com/v1/audio-analysis/6SYQwsOxHW5uUYjUpOKtIC,190933,4
15,0.561,0.3,3,-13.995,1,0.0422,0.75,0.0,0.283,0.563,109.795,audio_features,5yzlxi4VFO8UkxepsL0guW,spotify:track:5yzlxi4VFO8UkxepsL0guW,https://api.spotify.com/v1/tracks/5yzlxi4VFO8UkxepsL0guW,https://api.spotify.com/v1/audio-analysis/5yzlxi4VFO8UkxepsL0guW,178867,4
16,0.336,0.315,0,-14.154,1,0.0432,0.801,0.0,0.175,0.938,202.391,audio_features,5hQ3Z5zYqHKZBO0pPb16eI,spotify:track:5hQ3Z5zYqHKZBO0pPb16eI,https://api.spotify.com/v1/tracks/5hQ3Z5zYqHKZBO0pPb16eI,https://api.spotify.com/v1/audio-analysis/5hQ3Z5zYqHKZBO0pPb16eI,152307,4
17,0.649,0.118,2,-13.16,1,0.0513,0.924,0.0,0.218,0.549,74.99,audio_features,0jVYsBfsxGA7zPurjqnlH8,spotify:track:0jVYsBfsxGA7zPurjqnlH8,https://api.spotify.com/v1/tracks/0jVYsBfsxGA7zPurjqnlH8,https://api.spotify.com/v1/audio-analysis/0jVYsBfsxGA7zPurjqnlH8,175213,4
18,0.238,0.207,5,-12.894,0,0.0301,0.865,1.49e-06,0.135,0.303,97.574,audio_features,4WToccEJeXgFNyfNPuSYCS,spotify:track:4WToccEJeXgFNyfNPuSYCS,https://api.spotify.com/v1/tracks/4WToccEJeXgFNyfNPuSYCS,https://api.spotify.com/v1/audio-analysis/4WToccEJeXgFNyfNPuSYCS,170800,4
19,0.277,0.189,10,-12.424,1,0.0329,0.944,0.0,0.232,0.208,86.655,audio_features,5vIe5BmOlPXarqRxJh9FNE,spotify:track:5vIe5BmOlPXarqRxJh9FNE,https://api.spotify.com/v1/tracks/5vIe5BmOlPXarqRxJh9FNE,https://api.spotify.com/v1/audio-analysis/5vIe5BmOlPXarqRxJh9FNE,166373,1
20,0.53,0.0853,0,-12.223,1,0.0327,0.927,0.0,0.126,0.112,78.372,audio_features,4cS2Ya30FLHqNb3hwbtjrJ,spotify:track:4cS2Ya30FLHqNb3hwbtjrJ,https://api.spotify.com/v1/tracks/4cS2Ya30FLHqNb3hwbtjrJ,https://api.spotify.com/v1/audio-analysis/4cS2Ya30FLHqNb3hwbtjrJ,194373,3
21,0.177,0.279,9,-10.951,0,0.0312,0.8,0.0024,0.153,0.155,82.967,audio_features,0mRAY4VhmgEsBvLEFxB6Vm,spotify:track:0mRAY4VhmgEsBvLEFxB6Vm,https://api.spotify.com/v1/tracks/0mRAY4VhmgEsBvLEFxB6Vm,https://api.spotify.com/v1/audio-analysis/0mRAY4VhmgEsBvLEFxB6Vm,193373,3
22,0.642,0.664,0,-8.485,1,0.0934,0.802,0.0,0.138,0.959,148.866,audio_features,72HUHsM38XhUE7YjA7oxLz,spotify:track:72HUHsM38XhUE7YjA7oxLz,https://api.spotify.com/v1/tracks/72HUHsM38XhUE7YjA7oxLz,https://api.spotify.com/v1/audio-analysis/72HUHsM38XhUE7YjA7oxLz,136867,4
23,0.727,0.285,2,-14.098,1,0.0457,0.901,0.0,0.141,0.759,120.195,audio_features,1lZSR5NKeNGuCPSTNL7BhW,spotify:track:1lZSR5NKeNGuCPSTNL7BhW,https://api.spotify.com/v1/tracks/1lZSR5NKeNGuCPSTNL7BhW,https://api.spotify.com/v1/audio-analysis/1lZSR5NKeNGuCPSTNL7BhW,159507,4
24,0.408,0.292,3,-11.885,1,0.0371,0.971,2.21e-05,0.122,0.409,141.044,audio_features,0ns2AQy1XC8xBYebbVho3I,spotify:track:0ns2AQy1XC8xBYebbVho3I,https://api.spotify.com/v1/tracks/0ns2AQy1XC8xBYebbVho3I,https://api.spotify.com/v1/audio-analysis/0ns2AQy1XC8xBYebbVho3I,159773,4
25,0.303,0.187,0,-11.615,1,0.0295,0.89,2.74e-06,0.101,0.23,90.486,audio_features,4iyzrJ3qIGBvG8yl5dWHQ8,spotify:track:4iyzrJ3qIGBvG8yl5dWHQ8,https://api.spotify.com/v1/tracks/4iyzrJ3qIGBvG8yl5dWHQ8,https://api.spotify.com/v1/audio-analysis/4iyzrJ3qIGBvG8yl5dWHQ8,196373,4
26,0.808,0.421,8,-12.533,1,0.042,0.809,0.0,0.0724,0.963,122.752,audio_features,2cwTVrrgHxl4gcHY4IHr18,spotify:track:2cwTVrrgHxl4gcHY4IHr18,https://api.spotify.com/v1/tracks/2cwTVrrgHxl4gcHY4IHr18,https://api.spotify.com/v1/audio-analysis/2cwTVrrgHxl4gcHY4IHr18,160773,4
27,0.402,0.159,1,-18.598,1,0.0306,0.977,1.76e-05,0.155,0.282,67.796,audio_features,049uxirFkHOefJ0yqPW8Kk,spotify:track:049uxirFkHOefJ0yqPW8Kk,https://api.spotify.com/v1/tracks/049uxirFkHOefJ0yqPW8Kk,https://api.spotify.com/v1/audio-analysis/049uxirFkHOefJ0yqPW8Kk,130893,4
28,0.155,0.482,0,-9.623,1,0.0375,0.759,0.04,0.493,0.0518,141.824,audio_features,2jCGELICh9bYpSiJ9bl2vL,spotify:track:2jCGELICh9bYpSiJ9bl2vL,https://api.spotify.com/v1/tracks/2jCGELICh9bYpSiJ9bl2vL,https://api.spotify.com/v1/audio-analysis/2jCGELICh9bYpSiJ9bl2vL,217267,5
29,0.388,0.275,10,-11.248,1,0.0294,0.932,0.0,0.101,0.311,83.029,audio_features,2Gd007dAbihobxsTG9m7cZ,spotify:track:2Gd007dAbihobxsTG9m7cZ,https://api.spotify.com/v1/tracks/2Gd007dAbihobxsTG9m7cZ,https://api.spotify.com/v1/audio-analysis/2Gd007dAbihobxsTG9m7cZ,164400,4
30,0.409,0.435,2,-9.399,1,0.0453,0.907,7.17e-06,0.0559,0.567,78.136,audio_features,4BH8EuPAxeFAh1rSWtnGdD,spotify:track:4BH8EuPAxeFAh1rSWtnGdD,https://api.spotify.com/v1/tracks/4BH8EuPAxeFAh1rSWtnGdD,https://api.spotify.com/v1/audio-analysis/4BH8EuPAxeFAh1rSWtnGdD,168480,4
31,0.687,0.111,2,-12.723,0,0.0435,0.965,0.0,0.285,0.408,75.555,audio_features,2JIfFyJO0AQzmm83lzdrNg,spotify:track:2JIfFyJO0AQzmm83lzdrNg,https://api.spotify.com/v1/tracks/2JIfFyJO0AQzmm83lzdrNg,https://api.spotify.com/v1/audio-analysis/2JIfFyJO0AQzmm83lzdrNg,173933,4
32,0.835,0.366,1,-8.215,1,0.0532,0.807,0.0,0.105,0.961,122.095,audio_features,1THl7yjezM9SW8x2taVS5w,spotify:track:1THl7yjezM9SW8x2taVS5w,https://api.spotify.com/v1/tracks/1THl7yjezM9SW8x2taVS5w,https://api.spotify.com/v1/audio-analysis/1THl7yjezM9SW8x2taVS5w,130933,4
33,0.512,0.35,5,-10.989,0,0.0472,0.796,0.0,0.0887,0.553,75.47,audio_features,3U69pCQwveSOn5bl9VAime,spotify:track:3U69pCQwveSOn5bl9VAime,https://api.spotify.com/v1/tracks/3U69pCQwveSOn5bl9VAime,https://api.spotify.com/v1/audio-analysis/3U69pCQwveSOn5bl9VAime,179107,4
34,0.323,0.185,1,-11.221,0,0.0313,0.92,3.65e-06,0.337,0.387,74.718,audio_features,77i95B3GcC2aOqK70RHM0m,spotify:track:77i95B3GcC2aOqK70RHM0m,https://api.spotify.com/v1/tracks/77i95B3GcC2aOqK70RHM0m,https://api.spotify.com/v1/audio-analysis/77i95B3GcC2aOqK70RHM0m,185093,4
35,0.552,0.211,8,-14.337,1,0.0592,0.475,0.0,0.081,0.409,121.135,audio_features,1I0KwaoGH86u2oeSIU0TuW,spotify:track:1I0KwaoGH86u2oeSIU0TuW,https://api.spotify.com/v1/tracks/1I0KwaoGH86u2oeSIU0TuW,https://api.spotify.com/v1/audio-analysis/1I0KwaoGH86u2oeSIU0TuW,157227,4
36,0.28,0.177,11,-12.085,1,0.0315,0.891,0.000161,0.114,0.221,132.359,audio_features,5wzjc23Qsn7wN75eLMvFEc,spotify:track:5wzjc23Qsn7wN75eLMvFEc,https://api.spotify.com/v1/tracks/5wzjc23Qsn7wN75eLMvFEc,https://api.spotify.com/v1/audio-analysis/5wzjc23Qsn7wN75eLMvFEc,219600,4
37,0.285,0.113,7,-21.134,1,0.0342,0.842,0.0,0.312,0.303,79.947,audio_features,0QbRfr3pJtHGxhIpIMYmbN,spotify:track:0QbRfr3pJtHGxhIpIMYmbN,https://api.spotify.com/v1/tracks/0QbRfr3pJtHGxhIpIMYmbN,https://api.spotify.com/v1/audio-analysis/0QbRfr3pJtHGxhIpIMYmbN,174467,4
38,0.689,0.723,0,-8.079,1,0.0483,0.755,0.0,0.248,0.962,105.913,audio_features,3reMY0PF49alfXMs30c2z4,spotify:track:3reMY0PF49alfXMs30c2z4,https://api.spotify.com/v1/tracks/3reMY0PF49alfXMs30c2z4,https://api.spotify.com/v1/audio-analysis/3reMY0PF49alfXMs30c2z4,142267,4
39,0.551,0.334,6,-9.846,1,0.0816,0.824,0.0,0.309,0.762,82.853,audio_features,6aQgRRJc84eM7Nsd3oydf3,spotify:track:6aQgRRJc84eM7Nsd3oydf3,https://api.spotify.com/v1/tracks/6aQgRRJc84eM7Nsd3oydf3,https://api.spotify.com/v1/audio-analysis/6aQgRRJc84eM7Nsd3oydf3,154133,4
40,0.471,0.146,10,-13.6,1,0.0309,0.782,0.0,0.0888,0.595,78.554,audio_features,4I4aQGNJ2HufloNtB65nxR,spotify:track:4I4aQGNJ2HufloNtB65nxR,https://api.spotify.com/v1/tracks/4I4aQGNJ2HufloNtB65nxR,https://api.spotify.com/v1/audio-analysis/4I4aQGNJ2HufloNtB65nxR,190400,4
41,0.276,0.236,2,-16.202,1,0.0315,0.829,0.0,0.235,0.237,81.903,audio_features,4i7bU18iUPKxPMrld9W48M,spotify:track:4i7bU18iUPKxPMrld9W48M,https://api.spotify.com/v1/tracks/4i7bU18iUPKxPMrld9W48M,https://api.spotify.com/v1/audio-analysis/4i7bU18iUPKxPMrld9W48M,175600,1
42,0.283,0.326,5,-9.091,1,0.0291,0.853,8.62e-06,0.219,0.108,79.176,audio_features,1HUc5mDTIx8Ul2cxSiAkcj,spotify:track:1HUc5mDTIx8Ul2cxSiAkcj,https://api.spotify.com/v1/tracks/1HUc5mDTIx8Ul2cxSiAkcj,https://api.spotify.com/v1/audio-analysis/1HUc5mDTIx8Ul2cxSiAkcj,300333,4
43,0.503,0.059,9,-16.131,1,0.0497,0.973,0.0,0.103,0.331,76.642,audio_features,20G1XJaTwIm2IuwA3Pjg1d,spotify:track:20G1XJaTwIm2IuwA3Pjg1d,https://api.spotify.com/v1/tracks/20G1XJaTwIm2IuwA3Pjg1d,https://api.spotify.com/v1/audio-analysis/20G1XJaTwIm2IuwA3Pjg1d,169067,4
44,0.459,0.138,10,-13.807,1,0.0424,0.97,0.000445,0.103,0.254,75.684,audio_features,64ZGxABmrreTNE8tnCGoGa,spotify:track:64ZGxABmrreTNE8tnCGoGa,https://api.spotify.com/v1/tracks/64ZGxABmrreTNE8tnCGoGa,https://api.spotify.com/v1/audio-analysis/64ZGxABmrreTNE8tnCGoGa,178640,4
45,0.674,0.498,0,-10.07,1,0.13,0.512,2.05e-06,0.404,0.747,81.075,audio_features,62eAoNfrrS84177LOzJMQx,spotify:track:62eAoNfrrS84177LOzJMQx,https://api.spotify.com/v1/tracks/62eAoNfrrS84177LOzJMQx,https://api.spotify.com/v1/audio-analysis/62eAoNfrrS84177LOzJMQx,162107,4
46,0.662,0.794,5,-6.942,1,0.152,0.206,0.0,0.149,0.841,168.106,audio_features,5z2Gef9D3UgRquZXe7UUW4,spotify:track:5z2Gef9D3UgRquZXe7UUW4,https://api.spotify.com/v1/tracks/5z2Gef9D3UgRquZXe7UUW4,https://api.spotify.com/v1/audio-analysis/5z2Gef9D3UgRquZXe7UUW4,149467,3
47,0.242,0.209,7,-13.017,1,0.0324,0.206,0.0289,0.139,0.221,93.267,audio_features,4dnbvB2Y3cZncApCwowEQx,spotify:track:4dnbvB2Y3cZncApCwowEQx,https://api.spotify.com/v1/tracks/4dnbvB2Y3cZncApCwowEQx,https://api.spotify.com/v1/audio-analysis/4dnbvB2Y3cZncApCwowEQx,153373,4
48,0.693,0.591,10,-5.249,1,0.0317,0.415,0.000253,0.136,0.83,116.826,audio_features,6pTybvSMcw5spOS7d656rn,spotify:track:6pTybvSMcw5spOS7d656rn,https://api.spotify.com/v1/tracks/6pTybvSMcw5spOS7d656rn,https://api.spotify.com/v1/audio-analysis/6pTybvSMcw5spOS7d656rn,143893,4
49,0.667,0.25,11,-18.533,1,0.217,0.757,0.0,0.25,0.412,144.145,audio_features,4KM77RUl2IKdXGhtOBbKIS,spotify:track:4KM77RUl2IKdXGhtOBbKIS,https://api.spotify.com/v1/tracks/4KM77RUl2IKdXGhtOBbKIS,https://api.spotify.com/v1/audio-analysis/4KM77RUl2IKdXGhtOBbKIS,155902,4
50,0.489,0.257,9,-11.115,1,0.0363,0.516,0.0,0.0578,0.593,127.012,audio_features,6rNOKdqa2lThuBIJOZXSVa,spotify:track:6rNOKdqa2lThuBIJOZXSVa,https://api.spotify.com/v1/tracks/6rNOKdqa2lThuBIJOZXSVa,https://api.spotify.com/v1/audio-analysis/6rNOKdqa2lThuBIJOZXSVa,181907,4
51,0.616,0.426,9,-8.399,1,0.0421,0.634,0.0,0.0695,0.589,110.395,audio_features,1T3tP6HvCgDF8ewpRqwM1e,spotify:track:1T3tP6HvCgDF8ewpRqwM1e,https://api.spotify.com/v1/tracks/1T3tP6HvCgDF8ewpRqwM1e,https://api.spotify.com/v1/audio-analysis/1T3tP6HvCgDF8ewpRqwM1e,143613,4
52,0.328,0.0835,7,-22.957,1,0.0321,0.924,0.00555,0.299,0.325,84.726,audio_features,35eRfaVytfTFAr8QKX5urU,spotify:track:35eRfaVytfTFAr8QKX5urU,https://api.spotify.com/v1/tracks/35eRfaVytfTFAr8QKX5urU,https://api.spotify.com/v1/audio-analysis/35eRfaVytfTFAr8QKX5urU,161773,3
53,0.819,0.361,2,-8.454,1,0.0548,0.785,0.0,0.15,0.514,126.738,audio_features,15mGhkWTMqYVle8OCLCmrh,spotify:track:15mGhkWTMqYVle8OCLCmrh,https://api.spotify.com/v1/tracks/15mGhkWTMqYVle8OCLCmrh,https://api.spotify.com/v1/audio-analysis/15mGhkWTMqYVle8OCLCmrh,178840,4
54,0.419,0.331,3,-10.497,1,0.0293,0.932,0.0,0.102,0.322,80.647,audio_features,0S8ibKBl3tjRmYbZhGHNhG,spotify:track:0S8ibKBl3tjRmYbZhGHNhG,https://api.spotify.com/v1/tracks/0S8ibKBl3tjRmYbZhGHNhG,https://api.spotify.com/v1/audio-analysis/0S8ibKBl3tjRmYbZhGHNhG,160093,4
55,0.696,0.21,4,-11.922,1,0.067,0.84,1.62e-06,0.107,0.717,93.543,audio_features,6xNwKNYZcvgV3XTIwsgNio,spotify:track:6xNwKNYZcvgV3XTIwsgNio,https://api.spotify.com/v1/tracks/6xNwKNYZcvgV3XTIwsgNio,https://api.spotify.com/v1/audio-analysis/6xNwKNYZcvgV3XTIwsgNio,127560,4
56,0.68,0.675,2,-7.998,1,0.191,0.772,0.0,0.069,0.805,84.967,audio_features,4zzXm1QJQXWLyUfFhWZBRg,spotify:track:4zzXm1QJQXWLyUfFhWZBRg,https://api.spotify.com/v1/tracks/4zzXm1QJQXWLyUfFhWZBRg,https://api.spotify.com/v1/audio-analysis/4zzXm1QJQXWLyUfFhWZBRg,122867,4
57,0.359,0.272,10,-8.393,1,0.0294,0.812,0.0,0.095,0.254,109.249,audio_features,1ntGJDSakqsaw1KhptKrB5,spotify:track:1ntGJDSakqsaw1KhptKrB5,https://api.spotify.com/v1/tracks/1ntGJDSakqsaw1KhptKrB5,https://api.spotify.com/v1/audio-analysis/1ntGJDSakqsaw1KhptKrB5,167800,3
58,0.357,0.756,0,-8.492,1,0.0621,0.733,0.00505,0.76,0.95,174.797,audio_features,64Ny7djQ6rNJspquof2KoX,spotify:track:64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/tracks/64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/audio-analysis/64Ny7djQ6rNJspquof2KoX,136027,4
59,0.611,0.179,4,-15.977,1,0.0488,0.918,0.0,0.109,0.556,133.073,audio_features,4h0igWYayzteBtSNpWYQ9h,spotify:track:4h0igWYayzteBtSNpWYQ9h,https://api.spotify.com/v1/tracks/4h0igWYayzteBtSNpWYQ9h,https://api.spotify.com/v1/audio-analysis/4h0igWYayzteBtSNpWYQ9h,138080,4
60,0.425,0.401,7,-9.427,1,0.0315,0.943,3.44e-06,0.072,0.531,115.71,audio_features,2FkCjtQ1lYsf71s2FAS8hE,spotify:track:2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/tracks/2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/audio-analysis/2FkCjtQ1lYsf71s2FAS8hE,160667,3
61,0.367,0.0845,0,-17.017,1,0.0384,0.856,8.86e-05,0.103,0.172,179.044,audio_features,7bJpjO7r5gMsHx1oepanuS,spotify:track:7bJpjO7r5gMsHx1oepanuS,https://api.spotify.com/v1/tracks/7bJpjO7r5gMsHx1oepanuS,https://api.spotify.com/v1/audio-analysis/7bJpjO7r5gMsHx1oepanuS,158507,3
62,0.441,0.33,0,-11.186,1,0.0301,0.875,0.0,0.31,0.726,78.744,audio_features,60tEaPHRJLnMzbyOPTeh3A,spotify:track:60tEaPHRJLnMzbyOPTeh3A,https://api.spotify.com/v1/tracks/60tEaPHRJLnMzbyOPTeh3A,https://api.spotify.com/v1/audio-analysis/60tEaPHRJLnMzbyOPTeh3A,159920,4
63,0.396,0.0373,9,-18.642,1,0.0416,0.907,4.41e-05,0.111,0.302,103.051,audio_features,4GAhAw0RCzNVP976NRMOqO,spotify:track:4GAhAw0RCzNVP976NRMOqO,https://api.spotify.com/v1/tracks/4GAhAw0RCzNVP976NRMOqO,https://api.spotify.com/v1/audio-analysis/4GAhAw0RCzNVP976NRMOqO,161360,3
64,0.67,0.623,1,-9.305,0,0.0329,0.608,0.0,0.165,0.971,104.716,audio_features,1aoamOgih6cHb0TZq9gO9A,spotify:track:1aoamOgih6cHb0TZq9gO9A,https://api.spotify.com/v1/tracks/1aoamOgih6cHb0TZq9gO9A,https://api.spotify.com/v1/audio-analysis/1aoamOgih6cHb0TZq9gO9A,141960,4
65,0.548,0.675,4,-7.318,0,0.0364,0.448,8.53e-05,0.297,0.965,168.891,audio_features,3Qylbx7tZcsP9RggQ6umUh,spotify:track:3Qylbx7tZcsP9RggQ6umUh,https://api.spotify.com/v1/tracks/3Qylbx7tZcsP9RggQ6umUh,https://api.spotify.com/v1/audio-analysis/3Qylbx7tZcsP9RggQ6umUh,134446,4
66,0.357,0.249,0,-13.668,1,0.0351,0.942,1.73e-06,0.109,0.151,78.407,audio_features,36pCQ3LGIq1xLqYx3PLhuj,spotify:track:36pCQ3LGIq1xLqYx3PLhuj,https://api.spotify.com/v1/tracks/36pCQ3LGIq1xLqYx3PLhuj,https://api.spotify.com/v1/audio-analysis/36pCQ3LGIq1xLqYx3PLhuj,173827,3
67,0.684,0.632,1,-4.358,1,0.0359,0.827,0.0,0.0211,0.964,128.849,audio_features,64tWwNVw8RPIY2N4IYGUBk,spotify:track:64tWwNVw8RPIY2N4IYGUBk,https://api.spotify.com/v1/tracks/64tWwNVw8RPIY2N4IYGUBk,https://api.spotify.com/v1/audio-analysis/64tWwNVw8RPIY2N4IYGUBk,117267,4
68,0.593,0.537,9,-10.906,1,0.0444,0.414,0.0,0.147,0.843,126.071,audio_features,0HUp7ipIDJvITTqizN6cxJ,spotify:track:0HUp7ipIDJvITTqizN6cxJ,https://api.spotify.com/v1/tracks/0HUp7ipIDJvITTqizN6cxJ,https://api.spotify.com/v1/audio-analysis/0HUp7ipIDJvITTqizN6cxJ,156307,4
69,0.383,0.158,8,-15.102,1,0.0347,0.873,0.0,0.181,0.296,69.003,audio_features,7haSrFfTd9mpMdaAJU08Nv,spotify:track:7haSrFfTd9mpMdaAJU08Nv,https://api.spotify.com/v1/tracks/7haSrFfTd9mpMdaAJU08Nv,https://api.spotify.com/v1/audio-analysis/7haSrFfTd9mpMdaAJU08Nv,180400,4
70,0.497,0.166,1,-14.991,1,0.0428,0.906,0.000344,0.155,0.284,82.001,audio_features,5VWLOq3SaTBTPT42f8dAcI,spotify:track:5VWLOq3SaTBTPT42f8dAcI,https://api.spotify.com/v1/tracks/5VWLOq3SaTBTPT42f8dAcI,https://api.spotify.com/v1/audio-analysis/5VWLOq3SaTBTPT42f8dAcI,169027,4
71,0.213,0.305,9,-11.088,1,0.0295,0.861,0.0,0.321,0.511,87.003,audio_features,7grwcxEWrCTkeUbhCgNOMb,spotify:track:7grwcxEWrCTkeUbhCgNOMb,https://api.spotify.com/v1/tracks/7grwcxEWrCTkeUbhCgNOMb,https://api.spotify.com/v1/audio-analysis/7grwcxEWrCTkeUbhCgNOMb,156173,4
72,0.489,0.499,11,-9.702,1,0.0271,0.74,0.000236,0.156,0.829,133.341,audio_features,06PdA0DLgF4BfAeUNZAbFG,spotify:track:06PdA0DLgF4BfAeUNZAbFG,https://api.spotify.com/v1/tracks/06PdA0DLgF4BfAeUNZAbFG,https://api.spotify.com/v1/audio-analysis/06PdA0DLgF4BfAeUNZAbFG,147880,3
73,0.337,0.0441,3,-22.105,1,0.0321,0.971,0.0954,0.119,0.189,88.457,audio_features,19eRGvbQorQA7TlDUJd9SZ,spotify:track:19eRGvbQorQA7TlDUJd9SZ,https://api.spotify.com/v1/tracks/19eRGvbQorQA7TlDUJd9SZ,https://api.spotify.com/v1/audio-analysis/19eRGvbQorQA7TlDUJd9SZ,147133,3
74,0.474,0.608,5,-5.139,1,0.0825,0.755,0.0,0.0928,0.888,184.694,audio_features,507IFqPuG8mBQoKebfGG9t,spotify:track:507IFqPuG8mBQoKebfGG9t,https://api.spotify.com/v1/tracks/507IFqPuG8mBQoKebfGG9t,https://api.spotify.com/v1/audio-analysis/507IFqPuG8mBQoKebfGG9t,127427,4
