,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1063,0.392,0.566,0,-8.127,1,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,audio_features,13JsYnkF16pHKuOFG6uI1C,spotify:track:13JsYnkF16pHKuOFG6uI1C,https://api.spotify.com/v1/tracks/13JsYnkF16pHKuOFG6uI1C,https://api.spotify.com/v1/audio-analysis/13JsYnkF16pHKuOFG6uI1C,377573,4
1064,0.308,0.464,10,-9.032,1,0.0279,0.418,2.49e-06,0.143,0.318,103.734,audio_features,6iXQrhhgBisdfvS34EMTZ3,spotify:track:6iXQrhhgBisdfvS34EMTZ3,https://api.spotify.com/v1/tracks/6iXQrhhgBisdfvS34EMTZ3,https://api.spotify.com/v1/audio-analysis/6iXQrhhgBisdfvS34EMTZ3,213333,4
1065,0.542,0.324,0,-14.07,1,0.0329,0.566,2.27e-06,0.0876,0.421,121.802,audio_features,5ehVOC0zSdwWqyZlhomJSi,spotify:track:5ehVOC0zSdwWqyZlhomJSi,https://api.spotify.com/v1/tracks/5ehVOC0zSdwWqyZlhomJSi,https://api.spotify.com/v1/audio-analysis/5ehVOC0zSdwWqyZlhomJSi,213533,4
1066,0.315,0.506,0,-7.283,0,0.0347,0.85,0.0405,0.131,0.291,122.913,audio_features,6FDrn47S3Q4s9rhLHm4um0,spotify:track:6FDrn47S3Q4s9rhLHm4um0,https://api.spotify.com/v1/tracks/6FDrn47S3Q4s9rhLHm4um0,https://api.spotify.com/v1/audio-analysis/6FDrn47S3Q4s9rhLHm4um0,409053,4
1067,0.489,0.577,10,-9.765,1,0.042,0.233,0.0,0.123,0.519,78.112,audio_features,2obblQ6tcePeOEVJV6nEGD,spotify:track:2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/tracks/2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/audio-analysis/2obblQ6tcePeOEVJV6nEGD,222951,4
1068,0.499,0.616,7,-8.325,1,0.0392,0.179,0.000151,0.552,0.622,113.254,audio_features,0SkpjIqhANcC2QQu8DIuwG,spotify:track:0SkpjIqhANcC2QQu8DIuwG,https://api.spotify.com/v1/tracks/0SkpjIqhANcC2QQu8DIuwG,https://api.spotify.com/v1/audio-analysis/0SkpjIqhANcC2QQu8DIuwG,240987,4
1069,0.404,0.523,4,-15.7,1,0.0575,0.685,0.000498,0.282,0.164,133.738,audio_features,5HQEmiV2lKnSO6qa2fsR7x,spotify:track:5HQEmiV2lKnSO6qa2fsR7x,https://api.spotify.com/v1/tracks/5HQEmiV2lKnSO6qa2fsR7x,https://api.spotify.com/v1/audio-analysis/5HQEmiV2lKnSO6qa2fsR7x,366640,4
1070,0.471,0.675,0,-9.07,1,0.0513,0.511,0.019,0.232,0.53,125.313,audio_features,4oW1lGOw5Q5OLvoJv92qoE,spotify:track:4oW1lGOw5Q5OLvoJv92qoE,https://api.spotify.com/v1/tracks/4oW1lGOw5Q5OLvoJv92qoE,https://api.spotify.com/v1/audio-analysis/4oW1lGOw5Q5OLvoJv92qoE,238333,4
1071,0.513,0.573,9,-10.023,1,0.0337,0.186,0.000958,0.0878,0.621,132.607,audio_features,5jPPjNMIi1rD6BvQqxhJh5,spotify:track:5jPPjNMIi1rD6BvQqxhJh5,https://api.spotify.com/v1/tracks/5jPPjNMIi1rD6BvQqxhJh5,https://api.spotify.com/v1/audio-analysis/5jPPjNMIi1rD6BvQqxhJh5,124867,4
1072,0.631,0.59,5,-12.138,1,0.0297,0.00367,0.00299,0.0537,0.927,130.145,audio_features,3rqXP37YkEnizabzjM7uIu,spotify:track:3rqXP37YkEnizabzjM7uIu,https://api.spotify.com/v1/tracks/3rqXP37YkEnizabzjM7uIu,https://api.spotify.com/v1/audio-analysis/3rqXP37YkEnizabzjM7uIu,208933,4
1073,0.463,0.453,5,-13.204,1,0.0371,0.371,0.0,0.0993,0.561,145.796,audio_features,1lL1jDnZTH60djVb6vKIQj,spotify:track:1lL1jDnZTH60djVb6vKIQj,https://api.spotify.com/v1/tracks/1lL1jDnZTH60djVb6vKIQj,https://api.spotify.com/v1/audio-analysis/1lL1jDnZTH60djVb6vKIQj,202560,4
1074,0.669,0.52,8,-10.136,1,0.0345,0.245,0.00535,0.126,0.634,104.812,audio_features,23DZLSxCK6kM8FF2RlzKDl,spotify:track:23DZLSxCK6kM8FF2RlzKDl,https://api.spotify.com/v1/tracks/23DZLSxCK6kM8FF2RlzKDl,https://api.spotify.com/v1/audio-analysis/23DZLSxCK6kM8FF2RlzKDl,224027,4
1075,0.511,0.242,7,-15.735,1,0.0318,0.41,0.0,0.111,0.596,131.82,audio_features,5uhULfoDgTvz7BeWlqrV4a,spotify:track:5uhULfoDgTvz7BeWlqrV4a,https://api.spotify.com/v1/tracks/5uhULfoDgTvz7BeWlqrV4a,https://api.spotify.com/v1/audio-analysis/5uhULfoDgTvz7BeWlqrV4a,278800,4
1076,0.717,0.406,0,-13.954,0,0.0305,0.587,0.103,0.0869,0.703,123.213,audio_features,4AjKVyNUMdUveKK5OH1OJD,spotify:track:4AjKVyNUMdUveKK5OH1OJD,https://api.spotify.com/v1/tracks/4AjKVyNUMdUveKK5OH1OJD,https://api.spotify.com/v1/audio-analysis/4AjKVyNUMdUveKK5OH1OJD,204227,4
1077,0.586,0.552,1,-11.153,1,0.0488,0.593,0.00101,0.31,0.732,82.0,audio_features,4BNhasx75KbS10jHq3VZTz,spotify:track:4BNhasx75KbS10jHq3VZTz,https://api.spotify.com/v1/tracks/4BNhasx75KbS10jHq3VZTz,https://api.spotify.com/v1/audio-analysis/4BNhasx75KbS10jHq3VZTz,345507,4
1078,0.393,0.678,7,-6.584,1,0.0377,0.172,0.0,0.0727,0.358,137.38,audio_features,1wpRglLhQ092N1rftlDMD3,spotify:track:1wpRglLhQ092N1rftlDMD3,https://api.spotify.com/v1/tracks/1wpRglLhQ092N1rftlDMD3,https://api.spotify.com/v1/audio-analysis/1wpRglLhQ092N1rftlDMD3,177680,4
1079,0.554,0.927,9,-3.163,0,0.0428,0.253,0.0,0.119,0.853,125.155,audio_features,2DL5cXb2F3nvggbyTiNhzc,spotify:track:2DL5cXb2F3nvggbyTiNhzc,https://api.spotify.com/v1/tracks/2DL5cXb2F3nvggbyTiNhzc,https://api.spotify.com/v1/audio-analysis/2DL5cXb2F3nvggbyTiNhzc,175360,4
1080,0.334,0.476,7,-8.497,1,0.0308,0.535,0.019,0.278,0.189,147.532,audio_features,59xDvLlKHcLI0c9CSmzxSN,spotify:track:59xDvLlKHcLI0c9CSmzxSN,https://api.spotify.com/v1/tracks/59xDvLlKHcLI0c9CSmzxSN,https://api.spotify.com/v1/audio-analysis/59xDvLlKHcLI0c9CSmzxSN,210933,4
1081,0.671,0.776,10,-11.414,1,0.0282,0.137,0.00649,0.394,0.92,112.629,audio_features,2qVZpGu1v98tvUAutqyAfJ,spotify:track:2qVZpGu1v98tvUAutqyAfJ,https://api.spotify.com/v1/tracks/2qVZpGu1v98tvUAutqyAfJ,https://api.spotify.com/v1/audio-analysis/2qVZpGu1v98tvUAutqyAfJ,317160,4
1082,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,audio_features,3KPwt1LBpt1jVSHz8GXERo,spotify:track:3KPwt1LBpt1jVSHz8GXERo,https://api.spotify.com/v1/tracks/3KPwt1LBpt1jVSHz8GXERo,https://api.spotify.com/v1/audio-analysis/3KPwt1LBpt1jVSHz8GXERo,313840,4
1083,0.764,0.628,0,-10.961,1,0.048,0.336,0.0,0.0977,0.823,109.008,audio_features,75Nlnd9AJ4CYrLXgWGsuTF,spotify:track:75Nlnd9AJ4CYrLXgWGsuTF,https://api.spotify.com/v1/tracks/75Nlnd9AJ4CYrLXgWGsuTF,https://api.spotify.com/v1/audio-analysis/75Nlnd9AJ4CYrLXgWGsuTF,216387,4
1084,0.565,0.392,2,-10.083,1,0.0268,0.551,0.000106,0.247,0.493,98.485,audio_features,2GORop0i2cyx8C0A3JzL44,spotify:track:2GORop0i2cyx8C0A3JzL44,https://api.spotify.com/v1/tracks/2GORop0i2cyx8C0A3JzL44,https://api.spotify.com/v1/audio-analysis/2GORop0i2cyx8C0A3JzL44,180480,4
1085,0.807,0.632,7,-11.925,1,0.0524,0.284,0.668,0.0364,0.964,108.622,audio_features,3xbxpWicMrEJWwNhgvMjp6,spotify:track:3xbxpWicMrEJWwNhgvMjp6,https://api.spotify.com/v1/tracks/3xbxpWicMrEJWwNhgvMjp6,https://api.spotify.com/v1/audio-analysis/3xbxpWicMrEJWwNhgvMjp6,247973,4
1086,0.679,0.87,0,-4.957,1,0.0262,0.0376,0.0,0.338,0.965,122.96,audio_features,4XGtOBTY4byvOQEovNmoHw,spotify:track:4XGtOBTY4byvOQEovNmoHw,https://api.spotify.com/v1/tracks/4XGtOBTY4byvOQEovNmoHw,https://api.spotify.com/v1/audio-analysis/4XGtOBTY4byvOQEovNmoHw,191347,4
1087,0.48,0.557,10,-9.696,1,0.0276,0.413,7.71e-06,0.267,0.26,127.237,audio_features,0kgjL2oRFsV6GSwVNCcQS6,spotify:track:0kgjL2oRFsV6GSwVNCcQS6,https://api.spotify.com/v1/tracks/0kgjL2oRFsV6GSwVNCcQS6,https://api.spotify.com/v1/audio-analysis/0kgjL2oRFsV6GSwVNCcQS6,198827,4
1088,0.855,0.691,2,-6.51,1,0.0514,0.144,0.0,0.36,0.647,121.472,audio_features,1cU34sZG9kF4FYHCoAD0Ib,spotify:track:1cU34sZG9kF4FYHCoAD0Ib,https://api.spotify.com/v1/tracks/1cU34sZG9kF4FYHCoAD0Ib,https://api.spotify.com/v1/audio-analysis/1cU34sZG9kF4FYHCoAD0Ib,202733,4
1089,0.564,0.593,9,-9.245,1,0.0328,0.732,0.00366,0.343,0.766,120.753,audio_features,02srSkeu2pzybuVr2B9TJm,spotify:track:02srSkeu2pzybuVr2B9TJm,https://api.spotify.com/v1/tracks/02srSkeu2pzybuVr2B9TJm,https://api.spotify.com/v1/audio-analysis/02srSkeu2pzybuVr2B9TJm,178747,4
1090,0.641,0.661,2,-10.621,1,0.0491,0.326,2.46e-05,0.11,0.941,167.201,audio_features,1vIsPpjkRBJyFBbYdQNopN,spotify:track:1vIsPpjkRBJyFBbYdQNopN,https://api.spotify.com/v1/tracks/1vIsPpjkRBJyFBbYdQNopN,https://api.spotify.com/v1/audio-analysis/1vIsPpjkRBJyFBbYdQNopN,195493,4
1091,0.226,0.382,0,-14.449,1,0.0281,0.748,0.0084,0.131,0.33,169.146,audio_features,1f94GhohgeVq9SNwyFI691,spotify:track:1f94GhohgeVq9SNwyFI691,https://api.spotify.com/v1/tracks/1f94GhohgeVq9SNwyFI691,https://api.spotify.com/v1/audio-analysis/1f94GhohgeVq9SNwyFI691,261467,4
1092,0.557,0.473,7,-9.294,1,0.0262,0.261,3.95e-05,0.0658,0.56,79.368,audio_features,5coTcHT7K8O3G97y9T4LOU,spotify:track:5coTcHT7K8O3G97y9T4LOU,https://api.spotify.com/v1/tracks/5coTcHT7K8O3G97y9T4LOU,https://api.spotify.com/v1/audio-analysis/5coTcHT7K8O3G97y9T4LOU,150227,4
1093,0.649,0.7,5,-8.43,0,0.0312,0.167,6.86e-05,0.382,0.972,122.697,audio_features,5DEy8wVNCdJdAGNsOWxmVQ,spotify:track:5DEy8wVNCdJdAGNsOWxmVQ,https://api.spotify.com/v1/tracks/5DEy8wVNCdJdAGNsOWxmVQ,https://api.spotify.com/v1/audio-analysis/5DEy8wVNCdJdAGNsOWxmVQ,243240,4
1094,0.61,0.583,11,-9.804,0,0.0371,0.109,0.0,0.28,0.909,104.337,audio_features,6YA1LnVI98LXUmtMKs3fIk,spotify:track:6YA1LnVI98LXUmtMKs3fIk,https://api.spotify.com/v1/tracks/6YA1LnVI98LXUmtMKs3fIk,https://api.spotify.com/v1/audio-analysis/6YA1LnVI98LXUmtMKs3fIk,217333,4
1095,0.641,0.884,9,-7.17,1,0.06,0.247,0.000316,0.132,0.758,142.996,audio_features,3AA2SafseoJo431Pee120g,spotify:track:3AA2SafseoJo431Pee120g,https://api.spotify.com/v1/tracks/3AA2SafseoJo431Pee120g,https://api.spotify.com/v1/audio-analysis/3AA2SafseoJo431Pee120g,190000,3
1096,0.457,0.428,1,-9.796,1,0.0283,0.329,2.21e-06,0.169,0.151,129.98,audio_features,0bLOiofyBB62YU2cNnONJG,spotify:track:0bLOiofyBB62YU2cNnONJG,https://api.spotify.com/v1/tracks/0bLOiofyBB62YU2cNnONJG,https://api.spotify.com/v1/audio-analysis/0bLOiofyBB62YU2cNnONJG,404933,4
1097,0.591,0.551,2,-13.72,1,0.0286,0.187,0.000652,0.0749,0.877,100.326,audio_features,6oamuJZeT7F13iLwACdQ4X,spotify:track:6oamuJZeT7F13iLwACdQ4X,https://api.spotify.com/v1/tracks/6oamuJZeT7F13iLwACdQ4X,https://api.spotify.com/v1/audio-analysis/6oamuJZeT7F13iLwACdQ4X,175933,4
1098,0.737,0.736,2,-8.347,1,0.0458,0.174,0.00217,0.236,0.862,148.711,audio_features,5ABrBYbzepxzcW9pLIWw1j,spotify:track:5ABrBYbzepxzcW9pLIWw1j,https://api.spotify.com/v1/tracks/5ABrBYbzepxzcW9pLIWw1j,https://api.spotify.com/v1/audio-analysis/5ABrBYbzepxzcW9pLIWw1j,189067,4
1099,0.359,0.438,8,-14.401,1,0.0376,0.0271,0.0,0.131,0.58,137.554,audio_features,7G5IRlOVqe8HMtYtXIhtLe,spotify:track:7G5IRlOVqe8HMtYtXIhtLe,https://api.spotify.com/v1/tracks/7G5IRlOVqe8HMtYtXIhtLe,https://api.spotify.com/v1/audio-analysis/7G5IRlOVqe8HMtYtXIhtLe,250868,4
1100,0.83,0.303,4,-16.004,1,0.0371,0.13,0.000447,0.0825,0.882,96.752,audio_features,42eZC1LaQ3qioZWVLisVT6,spotify:track:42eZC1LaQ3qioZWVLisVT6,https://api.spotify.com/v1/tracks/42eZC1LaQ3qioZWVLisVT6,https://api.spotify.com/v1/audio-analysis/42eZC1LaQ3qioZWVLisVT6,207240,4
1101,0.667,0.785,1,-7.364,1,0.0635,0.288,0.000122,0.0597,0.73,108.921,audio_features,6lU9fLdtauyk0bE2HRHyve,spotify:track:6lU9fLdtauyk0bE2HRHyve,https://api.spotify.com/v1/tracks/6lU9fLdtauyk0bE2HRHyve,https://api.spotify.com/v1/audio-analysis/6lU9fLdtauyk0bE2HRHyve,245333,4
1102,0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,0.815,124.95,audio_features,3uiMBldZ07pW0ySHDX5gzE,spotify:track:3uiMBldZ07pW0ySHDX5gzE,https://api.spotify.com/v1/tracks/3uiMBldZ07pW0ySHDX5gzE,https://api.spotify.com/v1/audio-analysis/3uiMBldZ07pW0ySHDX5gzE,354240,4
1103,0.742,0.863,5,-7.823,1,0.038,0.177,5.59e-06,0.0699,0.776,131.193,audio_features,5pKJtX4wBeby9qIfFhyOJj,spotify:track:5pKJtX4wBeby9qIfFhyOJj,https://api.spotify.com/v1/tracks/5pKJtX4wBeby9qIfFhyOJj,https://api.spotify.com/v1/audio-analysis/5pKJtX4wBeby9qIfFhyOJj,271133,4
1104,0.719,0.79,2,-8.002,1,0.0521,0.0568,0.0,0.0573,0.846,103.751,audio_features,1tMyqN7bNCokdg7jWgKPc8,spotify:track:1tMyqN7bNCokdg7jWgKPc8,https://api.spotify.com/v1/tracks/1tMyqN7bNCokdg7jWgKPc8,https://api.spotify.com/v1/audio-analysis/1tMyqN7bNCokdg7jWgKPc8,267067,4
1105,0.814,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394,audio_features,5uuJruktM9fMdN9Va0DUMl,spotify:track:5uuJruktM9fMdN9Va0DUMl,https://api.spotify.com/v1/tracks/5uuJruktM9fMdN9Va0DUMl,https://api.spotify.com/v1/audio-analysis/5uuJruktM9fMdN9Va0DUMl,300000,4
1106,0.645,0.42,10,-10.09,1,0.0624,0.555,0.0,0.125,0.583,129.084,audio_features,0rHiGIRASJq8snJGFJMpnI,spotify:track:0rHiGIRASJq8snJGFJMpnI,https://api.spotify.com/v1/tracks/0rHiGIRASJq8snJGFJMpnI,https://api.spotify.com/v1/audio-analysis/0rHiGIRASJq8snJGFJMpnI,266733,4
1107,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,audio_features,6Qb7gtV6Q4MnUjSbkFcopl,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,https://api.spotify.com/v1/tracks/6Qb7gtV6Q4MnUjSbkFcopl,https://api.spotify.com/v1/audio-analysis/6Qb7gtV6Q4MnUjSbkFcopl,217347,4
1108,0.592,0.397,2,-10.81,0,0.0676,0.354,0.000894,0.119,0.205,150.038,audio_features,1qjrYozGqc7upUgfN776lZ,spotify:track:1qjrYozGqc7upUgfN776lZ,https://api.spotify.com/v1/tracks/1qjrYozGqc7upUgfN776lZ,https://api.spotify.com/v1/audio-analysis/1qjrYozGqc7upUgfN776lZ,185293,3
1109,0.397,0.381,3,-8.553,1,0.0294,0.835,0.0,0.0829,0.423,148.649,audio_features,5VU6nvX3BqkqBmOJ2d9vhW,spotify:track:5VU6nvX3BqkqBmOJ2d9vhW,https://api.spotify.com/v1/tracks/5VU6nvX3BqkqBmOJ2d9vhW,https://api.spotify.com/v1/audio-analysis/5VU6nvX3BqkqBmOJ2d9vhW,239187,4
1110,0.508,0.669,1,-10.34,1,0.0377,0.24,0.0154,0.0523,0.878,112.436,audio_features,4UqPeeSyRt59KZmC0aA2Ni,spotify:track:4UqPeeSyRt59KZmC0aA2Ni,https://api.spotify.com/v1/tracks/4UqPeeSyRt59KZmC0aA2Ni,https://api.spotify.com/v1/audio-analysis/4UqPeeSyRt59KZmC0aA2Ni,468640,4
1111,0.653,0.437,2,-12.641,1,0.028,0.434,6.74e-05,0.0689,0.63,96.469,audio_features,5Eq0mobXSnyWu1dpE6lSdY,spotify:track:5Eq0mobXSnyWu1dpE6lSdY,https://api.spotify.com/v1/tracks/5Eq0mobXSnyWu1dpE6lSdY,https://api.spotify.com/v1/audio-analysis/5Eq0mobXSnyWu1dpE6lSdY,238147,4
1112,0.663,0.792,0,-5.476,1,0.0311,0.517,0.000139,0.111,0.847,103.009,audio_features,4hepyFFOO9I7oZCNn3T2sz,spotify:track:4hepyFFOO9I7oZCNn3T2sz,https://api.spotify.com/v1/tracks/4hepyFFOO9I7oZCNn3T2sz,https://api.spotify.com/v1/audio-analysis/4hepyFFOO9I7oZCNn3T2sz,222613,4
1113,0.62,0.556,5,-12.044,1,0.0336,0.184,0.0,0.301,0.592,119.172,audio_features,2r008pcfVYc0zgQvSRqUJE,spotify:track:2r008pcfVYc0zgQvSRqUJE,https://api.spotify.com/v1/tracks/2r008pcfVYc0zgQvSRqUJE,https://api.spotify.com/v1/audio-analysis/2r008pcfVYc0zgQvSRqUJE,159107,4
1114,0.791,0.734,5,-5.464,1,0.0629,0.522,0.00165,0.167,0.962,105.854,audio_features,714hERk9U1W8FMYkoC83CO,spotify:track:714hERk9U1W8FMYkoC83CO,https://api.spotify.com/v1/tracks/714hERk9U1W8FMYkoC83CO,https://api.spotify.com/v1/audio-analysis/714hERk9U1W8FMYkoC83CO,244920,4
1115,0.485,0.328,7,-11.853,1,0.0254,0.00596,0.0032,0.325,0.138,79.766,audio_features,1i5oEx2vFczQ2sCY3c6Kn5,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/tracks/1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/audio-analysis/1i5oEx2vFczQ2sCY3c6Kn5,233133,4
1116,0.649,0.825,10,-12.243,0,0.0335,0.00606,0.154,0.104,0.961,112.124,audio_features,3Is0Nnz59rzbNZE491URlY,spotify:track:3Is0Nnz59rzbNZE491URlY,https://api.spotify.com/v1/tracks/3Is0Nnz59rzbNZE491URlY,https://api.spotify.com/v1/audio-analysis/3Is0Nnz59rzbNZE491URlY,186907,4
1117,0.373,0.511,1,-8.266,1,0.0522,0.268,1.65e-05,0.0575,0.434,202.301,audio_features,7zqguUyS3LQxAdL8rRgXx2,spotify:track:7zqguUyS3LQxAdL8rRgXx2,https://api.spotify.com/v1/tracks/7zqguUyS3LQxAdL8rRgXx2,https://api.spotify.com/v1/audio-analysis/7zqguUyS3LQxAdL8rRgXx2,393560,4
1118,0.692,0.653,5,-5.715,1,0.0392,0.49,0.00707,0.455,0.901,148.018,audio_features,00s8dO3RWrFkBqC9JIy6ag,spotify:track:00s8dO3RWrFkBqC9JIy6ag,https://api.spotify.com/v1/tracks/00s8dO3RWrFkBqC9JIy6ag,https://api.spotify.com/v1/audio-analysis/00s8dO3RWrFkBqC9JIy6ag,192267,4
1119,0.613,0.82,0,-10.175,1,0.0737,0.181,1.45e-06,0.049,0.465,115.125,audio_features,1hRDHWWealh2Pk3fnpIe75,spotify:track:1hRDHWWealh2Pk3fnpIe75,https://api.spotify.com/v1/tracks/1hRDHWWealh2Pk3fnpIe75,https://api.spotify.com/v1/audio-analysis/1hRDHWWealh2Pk3fnpIe75,290160,4
1120,0.681,0.716,0,-10.911,1,0.0333,0.0182,0.17,0.337,0.963,123.009,audio_features,2xiOdusRnZezQok1RgLNeS,spotify:track:2xiOdusRnZezQok1RgLNeS,https://api.spotify.com/v1/tracks/2xiOdusRnZezQok1RgLNeS,https://api.spotify.com/v1/audio-analysis/2xiOdusRnZezQok1RgLNeS,256493,4
1121,0.691,0.718,2,-8.457,1,0.0317,0.148,4.71e-05,0.108,0.934,110.621,audio_features,6OylYIXrIH2E3hgg7Dqz5M,spotify:track:6OylYIXrIH2E3hgg7Dqz5M,https://api.spotify.com/v1/tracks/6OylYIXrIH2E3hgg7Dqz5M,https://api.spotify.com/v1/audio-analysis/6OylYIXrIH2E3hgg7Dqz5M,266200,4
1122,0.68,0.701,6,-10.36,0,0.036,0.316,4.72e-06,0.111,0.933,108.287,audio_features,4JRem7xHp2l0kmUvt9zCKu,spotify:track:4JRem7xHp2l0kmUvt9zCKu,https://api.spotify.com/v1/tracks/4JRem7xHp2l0kmUvt9zCKu,https://api.spotify.com/v1/audio-analysis/4JRem7xHp2l0kmUvt9zCKu,243280,4
1123,0.622,0.21,5,-16.335,1,0.0336,0.938,0.00143,0.298,0.662,101.617,audio_features,7c52LVpkxq3dzMEkDWiQyw,spotify:track:7c52LVpkxq3dzMEkDWiQyw,https://api.spotify.com/v1/tracks/7c52LVpkxq3dzMEkDWiQyw,https://api.spotify.com/v1/audio-analysis/7c52LVpkxq3dzMEkDWiQyw,164747,4
1124,0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,audio_features,064SVQsmWl5EF0zahmzkQk,spotify:track:064SVQsmWl5EF0zahmzkQk,https://api.spotify.com/v1/tracks/064SVQsmWl5EF0zahmzkQk,https://api.spotify.com/v1/audio-analysis/064SVQsmWl5EF0zahmzkQk,198760,4
1125,0.662,0.941,6,-4.05,0,0.0883,0.327,0.0,0.218,0.798,131.045,audio_features,2TziLOnBMT8kDVo2LA1X6t,spotify:track:2TziLOnBMT8kDVo2LA1X6t,https://api.spotify.com/v1/tracks/2TziLOnBMT8kDVo2LA1X6t,https://api.spotify.com/v1/audio-analysis/2TziLOnBMT8kDVo2LA1X6t,252373,4
1126,0.376,0.373,7,-9.184,0,0.0305,0.827,0.832,0.15,0.111,116.074,audio_features,0AQqrtK1pULuwZUXhwaaDz,spotify:track:0AQqrtK1pULuwZUXhwaaDz,https://api.spotify.com/v1/tracks/0AQqrtK1pULuwZUXhwaaDz,https://api.spotify.com/v1/audio-analysis/0AQqrtK1pULuwZUXhwaaDz,430000,4
1127,0.303,0.421,7,-13.148,1,0.0353,0.616,0.0,0.314,0.472,180.833,audio_features,7wz2Amu2EVjGYQzqlLwCKg,spotify:track:7wz2Amu2EVjGYQzqlLwCKg,https://api.spotify.com/v1/tracks/7wz2Amu2EVjGYQzqlLwCKg,https://api.spotify.com/v1/audio-analysis/7wz2Amu2EVjGYQzqlLwCKg,173960,4
1128,0.429,0.564,11,-6.784,1,0.0268,0.0193,0.000828,0.128,0.276,104.212,audio_features,0KMGxYKeUzK9wc5DZCt3HT,spotify:track:0KMGxYKeUzK9wc5DZCt3HT,https://api.spotify.com/v1/tracks/0KMGxYKeUzK9wc5DZCt3HT,https://api.spotify.com/v1/audio-analysis/0KMGxYKeUzK9wc5DZCt3HT,235373,4
1129,0.662,0.788,11,-5.544,0,0.0635,0.0812,0.141,0.0351,0.929,116.499,audio_features,0nlZjTPzW6S9JIESuGfImT,spotify:track:0nlZjTPzW6S9JIESuGfImT,https://api.spotify.com/v1/tracks/0nlZjTPzW6S9JIESuGfImT,https://api.spotify.com/v1/audio-analysis/0nlZjTPzW6S9JIESuGfImT,315640,4
1130,0.7,0.726,2,-7.717,1,0.0329,0.434,1.1e-06,0.0963,0.641,130.109,audio_features,6BD1X1PeV5UzYUdiVaD2yL,spotify:track:6BD1X1PeV5UzYUdiVaD2yL,https://api.spotify.com/v1/tracks/6BD1X1PeV5UzYUdiVaD2yL,https://api.spotify.com/v1/audio-analysis/6BD1X1PeV5UzYUdiVaD2yL,243267,4
1131,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,audio_features,5MxNLUsfh7uzROypsoO5qe,spotify:track:5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,266960,4
1132,0.643,0.838,0,-8.063,0,0.0455,0.0523,6.15e-05,0.328,0.923,127.612,audio_features,222TScMmzaZ0IdkvbLoin2,spotify:track:222TScMmzaZ0IdkvbLoin2,https://api.spotify.com/v1/tracks/222TScMmzaZ0IdkvbLoin2,https://api.spotify.com/v1/audio-analysis/222TScMmzaZ0IdkvbLoin2,413067,4
1133,0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,audio_features,6lrQo6KAYvb92MGk6ZuZlt,spotify:track:6lrQo6KAYvb92MGk6ZuZlt,https://api.spotify.com/v1/tracks/6lrQo6KAYvb92MGk6ZuZlt,https://api.spotify.com/v1/audio-analysis/6lrQo6KAYvb92MGk6ZuZlt,249947,4
1134,0.391,0.441,7,-9.876,1,0.0267,0.573,0.0,0.0665,0.513,76.524,audio_features,3AdX0KdVoMBqe82b19rWAU,spotify:track:3AdX0KdVoMBqe82b19rWAU,https://api.spotify.com/v1/tracks/3AdX0KdVoMBqe82b19rWAU,https://api.spotify.com/v1/audio-analysis/3AdX0KdVoMBqe82b19rWAU,195760,4
1135,0.71,0.792,0,-5.996,1,0.0453,0.0792,3.32e-05,0.0871,0.858,116.687,audio_features,2oRn0QuaWQ1hragGQ7XZ9s,spotify:track:2oRn0QuaWQ1hragGQ7XZ9s,https://api.spotify.com/v1/tracks/2oRn0QuaWQ1hragGQ7XZ9s,https://api.spotify.com/v1/audio-analysis/2oRn0QuaWQ1hragGQ7XZ9s,214576,4
1136,0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,audio_features,2hE5Lm5XOHR4t3xlhIFauP,spotify:track:2hE5Lm5XOHR4t3xlhIFauP,https://api.spotify.com/v1/tracks/2hE5Lm5XOHR4t3xlhIFauP,https://api.spotify.com/v1/audio-analysis/2hE5Lm5XOHR4t3xlhIFauP,276000,3
