index,artist
1276,Atlanta Rhythm Section
1277,Bob Seger
1278,The Trammps
1279,George Benson
1280,Styx
1281,Player
1282,Carly Simon
1283,Dolly Parton
1284,Linda Ronstadt
1285,Steely Dan
1286,Anne Murray
1287,"Evelyn ""Champagne"" King"
1288,Little River Band
1289,Jefferson Starship
1290,Eddie Money
1291,John Travolta
1291,Olivia Newton-John
1292,Lynyrd Skynyrd
1293,Crystal Gayle
1294,Patti Smith
1295,Robert Palmer
1296,Barry Manilow
1297,Rick James
1298,Earth
1298, Wind & Fire
1299,Santa Esmeralda
1300,Jackson Browne
1301,Kenny Loggins
1301,Stevie Nicks
1302,Chris Rea
1303,Foxy
1304,Electric Light Orchestra
1305,Joe Walsh
1306,Linda Ronstadt
1307,Parliament
1308,Boston
1309,Electric Light Orchestra
1310,ABBA
1311,Rita Coolidge
1312,Bob Seger
1313,Steely Dan
1314,CHIC
1315,Rod Stewart
1316,Gloria Gaynor
1317,Village People
1318,Anita Ward
1319,Bee Gees
1320,Dr. Hook
1321,The Pointer Sisters
1322,Bee Gees
1323,Olivia Newton-John
1324,Blondie
1325,The Doobie Brothers
1326,CHIC
1327,Barbra Streisand
1327,Neil Diamond
1328,Amii Stewart
1329,Suzi Quatro
1330,Maxine Nightingale
1331,Supertramp
1332,Billy Joel
1333,Raydio
1334,Dionne Warwick
1335,Bee Gees
1336,Cheap Trick
1337,Barbra Streisand
1338,Elton John
1339,Earth
1339, Wind & Fire
1340,Kenny Rogers
1341,Little River Band
1342,Sister Sledge
1343,Dr. Hook
1344,Kenny Rogers
1345,Village People
1346,The Charlie Daniels Band
1347,John Stewart
1348,Wings
1349,Sister Sledge
1350,Bad Company
1351,Hot Chocolate
1352,Cher
1353,Earth
1353, Wind & Fire
1353,The Emotions
1354,Andy Gibb
1355,Bobby Caldwell
1356,Dire Straits
1357,CHIC
1358,Rickie Lee Jones
1359,McFadden & Whitehead
1360,Little River Band
1361,Styx
1362,England Dan & John Ford Coley
1363,Cheryl Lynn
1364,Electric Light Orchestra
1365,Anne Murray
1366,KISS
1367,Gino Vannelli
1368,Linda Ronstadt
1369,Earth
1369, Wind & Fire
1370,Al Stewart
1371,Electric Light Orchestra
1372,Eric Clapton
1373,Ambrosia
1374,Eddie Rabbitt
1375,Alice Cooper
1376,Foreigner
1377,The Babys
1378,Michael Jackson
1379,Barry Manilow
1380,Bob Seger
1381,Van Halen
1382,Diana Ross
1383,Commodores
1384,Firefall
1385,Blondie
1386,Olivia Newton-John
1387,Michael Jackson
1388,Captain & Tennille
1389,Paul McCartney
1390,Lipps Inc.
1391,Billy Joel
1392,Gary Numan
1393,Smokey Robinson
1394,Air Supply
1395,Elton John
1396,Christopher Cross
1397,Diana Ross
1398,KC & The Sunshine Band
1399,Styx
1400,Billy Preston
1400,Syreeta Wright
1401,The Manhattans
1402,Commodores
1403,Dr. Hook
1404,Robbie Dupree
1405,Ambrosia
1406,Kenny Loggins
1407,Jermaine Jackson
1408,Kenny Rogers
1408,Kim Carnes
1409,Christopher Cross
1410,Dan Fogelberg
1411,Kenny Rogers
1412,Kool & The Gang
1413,Barbra Streisand
1413,Donna Summer
1414,Kim Carnes
1415,Pretenders
1416,Stevie Wonder
1417,Shalamar
1418,Cliff Richard
1419,Dr. Hook
1420,Bob Seger
1421,The Rolling Stones
1422,Air Supply
1423,Little River Band
1424,Barry Gibb
1424,Maurice Gibb
1424,Robin Gibb
1424,Andy Gibb
1425,Pete Townshend
1426,Steve Forbert
1427,Anne Murray
1428,Isaac Hayes
1429,Tom Petty and the Heartbreakers
1430,Michael Jackson
1431,Irene Cara
1432,Bob Seger
1433,Linda Ronstadt
1434,Pure Prairie League
1435,Carole King
1436,Billy Joel
1437,Neil Sedaka
1437,Dara Sedaka
1438,Linda Ronstadt
1439,Michael Jackson
1440,Mickey Gilley
1441,Pat Benatar
1442,Dionne Warwick
1443,Eddie Rabbitt
1444,Supertramp
1445,Fleetwood Mac
1446,Daryl Hall & John Oates
1447,Neil Diamond
1448,George Benson
1449,Anne Murray
1450,Kenny Rogers
1451,Fleetwood Mac
1452,The Charlie Daniels Band
1453,Boz Scaggs
1454,Barry Manilow
1455,The Kentucky Linemen
1456,Tom Petty and the Heartbreakers
1457,Kim Carnes
1458,Diana Ross
1459,Kenny Rogers
1460,John Lennon
1461,Rick Springfield
1462,Kool & The Gang
1463,Daryl Hall & John Oates
1464,Eddie Rabbitt
1465,Dolly Parton
1466,REO Speedwagon
1467,Sheena Easton
1468,Smokey Robinson
1469,Blondie
1470,Ray Parker Jr.
1470,Raydio
1471,Blondie
1472,Grover Washington
1472, Jr.
1472,Bill Withers
1473,The Pointer Sisters
1474,Climax Blues Band
1475,John Lennon
1476,ABBA
1477,Neil Diamond
1478,Air Supply
1479,Air Supply
1480,Barbra Streisand
1480,Barry Gibb
1481,Styx
1482,The Oak Ridge Boys
1483,REO Speedwagon
1484,Gino Vannelli
1485,Barbra Streisand
1486,The Manhattan Transfer
1487,Foreigner
1488,Rod Stewart
1489,Commodores
1490,Don McLean
1491,Diana Ross
1492,Daryl Hall & John Oates
1493,Kenny Rogers
1494,Pat Benatar
1495,The Alan Parsons Project
1496,Bruce Springsteen
1497,Leo Sayer
1498,Styx
1499,Dottie West
1499,Kenny Rogers
1500,Journey
1501,Gary U.S. Bonds
1502,Delbert McClinton
1503,Cliff Richard
1504,Neil Diamond
1505,Christopher Cross
1506,The Alan Parsons Project
1507,Eric Clapton
1508,Steve Winwood
1509,Stevie Wonder
1510,Neil Diamond
1511,The Police
1512,Steely Dan
1513,Stevie Wonder
1514,George Harrison
1515,Eddie Rabbitt
1516,Billy Squier
1517,Alabama
1518,Stanley Clarke
1518,George Duke
1519,Dan Fogelberg
1521,Pat Benatar
1522,Barbra Streisand
1522,Barry Gibb
1523,John Lennon
1524,Heart
1525,Ronnie Milsap
1526,Barry Manilow
1527,Daryl Hall & John Oates
1528,Olivia Newton-John
1528,Cliff Richard
1529,Sheena Easton
1530,The Beach Boys
1531,Sheena Easton
1532,Rosanne Cash
1533,Diana Ross
1534,Boz Scaggs
1535,Andy Gibb
1536,Olivia Newton-John
1537,Survivor
1538,Joan Jett & The Blackhearts
1539,Paul McCartney
1540,The J. Geils Band
1541,The Human League
1542,Steve Miller Band
1543,Chicago
1544,Soft Cell
1545,Daryl Hall & John Oates
1546,Foreigner
1547,Rick Springfield
1548,Willie Nelson
1549,The Cars
1550,Dazz Band
1551,The Go-Go's
1552,Ray Parker Jr.
1553,George Benson
1554,Air Supply
1555,The Motels
1556,Men At Work
1557,Fleetwood Mac
1558,The Alan Parsons Project
1559,Earth
1559, Wind & Fire
1560,Journey
1561,Dan Fogelberg
1562,Stevie Nicks
1563,Air Supply
1564,Little River Band
1565,Stevie Wonder
1566,Daryl Hall & John Oates
1567,Lindsey Buckingham
1568,Roberta Flack
1569,Rod Stewart
1570,REO Speedwagon
1571,Huey Lewis & The News
1572,Diana Ross
1573,Alabama
1574,Crosby
1574, Stills & Nash
1575,Eddie Money
1576,Karla Bonoff
1577,Elton John
1578,The Go-Go's
1579,America
1580,Daryl Hall & John Oates
1581,A Flock Of Seagulls
1582,Jackson Browne
1583,Commodores
1584,Paul McCartney
1585,Kenny Rogers
1586,Journey
1587,Barbra Streisand
1588,Laura Branigan
1589,Elton John
1590,Neil Diamond
1591,Joan Jett & The Blackhearts
1592,The Police
1593,Air Supply
1594,Michael McDonald
1595,Kool & The Gang
1596,Ronnie Milsap
1597,Olivia Newton-John
1598,Diana Ross
1599,The Go-Go's
1600,Van Halen
1601,The Pointer Sisters
1602,Billy Idol
1603,Kim Wilde
1604,Little River Band
1605,The Rolling Stones
1606,Stevie Wonder
1607,Loverboy
1608,Christopher Cross
1609,Kenny Rogers
1610,Stevie Nicks
1611,The Police
1612,Michael Jackson
1613,Irene Cara
1614,Men At Work
1615,Michael Jackson
1616,Bonnie Tyler
1617,Daryl Hall & John Oates
1618,Eurythmics
1618,Annie Lennox
1618,Dave Stewart
1619,Culture Club
1620,Eddie Rabbitt
1620,Crystal Gayle
1621,Dexys Midnight Runners
1622,Bob Seger
1623,Sérgio Mendes
1624,David Bowie
1625,Golden Earring
1626,Dubstep Kings
1627,Thomas Dolby
1628,Pretenders
1629,Joe Cocker
1629,Jennifer Warnes
1630,Styx
1631,Lionel Richie
1632,After The Fire
1633,Marvin Gaye
1634,The Human League
1635,Culture Club
1636,Men Without Hats
1637,Toni Basil
1638,Phil Collins
1639,Journey
1640,Daryl Hall & John Oates
1641,Kenny Rogers
1641,Sheena Easton
1642,Stray Cats
1643,Billy Joel
1644,Stevie Nicks
1645,Billy Joel
1646,Lionel Richie
1647,Don Henley
1648,Michael Jackson
1648,Paul McCartney
1649,Kajagoogoo
1650,Adam Ant
1651,The Clash
1652,Men At Work
1653,Laura Branigan
1654,Rick Springfield
1655,The Tubes
1656,Laura Branigan
1657,Styx
1658,Laura Branigan
1659,David Bowie
1660,The Kinks
1661,Little River Band
1662,Air Supply
1663,Daryl Hall & John Oates
1664,Michael Jackson
1665,Christopher Cross
1666,Bryan Adams
1667,Kenny Loggins
1668,Lionel Richie
1669,Elton John
1670,Loverboy
1671,Men At Work
1672,Culture Club
1673,DeBarge
1674,Sammy Hagar
1675,Dionne Warwick
1676,Journey
1677,Joe Jackson
1678,Stray Cats
1679,Shalamar
1680,Jackson Browne
1681,Moving Pictures
1682,Michael Jackson
1683,Def Leppard
1684,Musical Youth
1685,Spandau Ballet
1686,Eric Clapton
1687,Peabo Bryson
1687,Roberta Flack
1688,Tom Petty and the Heartbreakers
1689,Joe Jackson
1690,Earth
1690, Wind & Fire
1691,Tina Turner
1692,Paul McCartney
1692,Michael Jackson
1693,Kenny Loggins
1694,Phil Collins
1695,Van Halen
1696,Lionel Richie
1697,Yes
1698,Ray Parker Jr.
1699,Culture Club
1700,John Waite
1701,Lionel Richie
1702,Deniece Williams
1703,Bruce Springsteen
1704,Cyndi Lauper
1705,Cyndi Lauper
1706,The Pointer Sisters
1707,Laura Branigan
1708,Daryl Hall & John Oates
1709,Thompson Twins
1710,Kool & The Gang
1711,Stevie Wonder
1712,Rockwell
1713,Nena
1714,Dan Hartman
1715,Sheila E.
1716,Lionel Richie
1717,Elton John
1718,Cyndi Lauper
1719,Madonna
1720,Corey Hart
1721,Billy Idol
1722,Eurythmics
1722,Annie Lennox
1722,Dave Stewart
1723,Billy Joel
1724,Night Ranger
1725,The Cars
1726,Olivia Newton-John
1727,Chicago
1728,Peabo Bryson
1729,The Pointer Sisters
1730,Shannon
1731,Julio Iglesias
1731,Willie Nelson
1732,Billy Ocean
1733,Lionel Richie
1734,Elton John
1735,Huey Lewis & The News
1736,Dolly Parton
1736,Kenny Rogers
1737,Pat Benatar
1738,Rod Stewart
1738,John Guess
1739,ZZ Top
1740,Rick Springfield
1741,Culture Club
1742,Huey Lewis & The News
1743,The Cars
1744,Madonna
1745,Bruce Springsteen
1746,Quiet Riot
1747,Irene Cara
1748,Daryl Hall & John Oates
1749,Billy Joel
1750,Bananarama
1751,Wang Chung
1752,The Pointer Sisters
1753,Ray Parker Jr.
1754,Michael Jackson
1755,Madonna
1756,John Lennon
1757,Culture Club
1758,Christopher Cross
1759,DeBarge
1760,The Police
1761,John Mellencamp
1762,The Go-Go's
1763,Billy Joel
1764,Kool & The Gang
1765,Shalamar
1766,The Rolling Stones
1767,John Cafferty & the Beaver Brown Band
1768,Peter Schilling
1769,The Cars
1770,Night Ranger
1771,Billy Squier
1772,Madonna
1773,Foreigner
1774,Chaka Khan
1775,Daryl Hall & John Oates
1776,Tears For Fears
1777,Dire Straits
1778,Madonna
1779,a-ha
1780,Paul Young
1781,REO Speedwagon
1782,Starship
1783,Huey Lewis & The News
1784,Simple Minds
1785,Kool & The Gang
1786,John Parr
1787,Glenn Frey
1788,Tears For Fears
1789,Stevie Wonder
1790,Whitney Houston
1791,Bryan Adams
1792,New Edition
1793,Billy Ocean
1794,Abstract Truth
1795,Glenn Frey
1796,Ready For The World
1797,DeBarge
1798,Phil Collins
1799,Chicago
1800,The Pointer Sisters
1801,Pat Benatar
1802,Commodores
1803,Howard Jones
1804,Aretha Franklin
1805,Corey Hart
1806,Phil Collins
1807,Sheena Easton
1808,Whitney Houston
1809,Survivor
1810,Diana Ross
1811,Phil Collins
1811,Marilyn Martin
1812,Billy Ocean
1813,Don Henley
1814,Murray Head
1815,Animotion
1816,Tina Turner
1817,Madonna
1818,Tina Turner
1819,Tears For Fears
1819,Dave Bascombe
1820,Sade
1821,Mary Jane Girls
1822,Phil Collins
1823,Cyndi Lauper
1824,Bryan Adams
1825,Bruce Springsteen
1826,Kool & The Gang
1827,Eurythmics
1827,Annie Lennox
1827,Dave Stewart
1828,Paul McCartney
1829,Survivor
1830,Bryan Adams
1831,Katrina & The Waves
1832,Ashford & Simpson
1833,Madonna
1834,Bruce Springsteen
1835,Daryl Hall & John Oates
1836,Thompson Twins
1837,DeBarge
1838,John Mellencamp
1839,Heart
1840,Kool & The Gang
1841,Jermaine Jackson
1842,Bruce Springsteen
1843,Tina Turner
1844,Aretha Franklin
1845,Lionel Richie
1846,Don Henley
1847,Madonna
1848,Night Ranger
1849,Sheena Easton
1850,Lionel Richie
1851,Patti LaBelle
1852,Mr. Mister
1853,Whitney Houston
1854,Eddie Murphy
1855,Survivor
1856,Mr. Mister
1857,Robert Palmer
1857,Eric 'ET' Thorngren
1858,Whitney Houston
1859,Atlantic Starr
1860,Peter Cetera
1861,Pet Shop Boys
1862,Billy Ocean
1863,Simple Minds
1864,Heart
1865,Steve Winwood
1866,Huey Lewis & The News
1867,Simply Red
1868,Peter Gabriel
1869,Starship
1870,The Human League
1871,Nu Shooz
1872,Berlin
1873,Madonna
1874,Bon Jovi
1875,Billy Ocean
1876,Janet Jackson
1877,Heart
1878,Madonna
1879,Belinda Carlisle
1880,Level 42
1881,Bananarama
1882,Lionel Richie
1883,Miami Sound Machine
1884,Cyndi Lauper
1885,Kenny Loggins
1886,Janet Jackson
1887,Howard Jones
1888,Robert Palmer
1889,Miami Sound Machine
1890,The Bangles
1891,Dire Straits
1892,Boston
1893,Stacey Q
1894,Orchestral Manoeuvres In The Dark
1895,Sade
1896,INXS
1897,Stevie Nicks
1898,Janet Jackson
1899,Eddie Money
1900,Scritti Politti
1901,James Brown
1902,El DeBarge
1903,Cameo
1904,Van Halen
1905,Tina Turner
1906,John Mellencamp
1907,Baltimora
1908,Michael McDonald
1909,Madonna
1910,Miami Sound Machine
1911,ZZ Top
1912,The Cars
1913,Rod Stewart
1913,Bob Ezrin
1913,David TIckle
1914,Sheila E.
1915,Elton John
1916,Phil Collins
1917,Run–D.M.C.
1917,Aerosmith
1918,Anita Baker
1919,The Moody Blues
1920,Ameritz Karaoke Entertainment
1921,Daryl Hall
1922,Force M.D.'s
1923,Thompson Twins
1924,Lionel Richie
1925,George Michael
1926,Stevie Wonder
1927,The Bangles
1928,Heart
1929,Whitney Houston
1930,Starship
1931,Robbie Nevil
1932,Whitesnake
1933,Karaoke - Bruce Hornsby & The Range
1934,Bob Seger
1935,Bon Jovi
1936,Los Lobos
1937,Wang Chung
1938,Crowded House
1939,Atlantic Starr
1940,U2
1941,Jody Watley
1941,Louil Silas Jr.
1942,Billy Idol
1943,Chris de Burgh
1944,Whitney Houston
1945,U2
1946,George Michael
1947,Peter Cetera
1947,Amy Grant
1948,Madonna
1949,Cutting Crew
1950,Kim Wilde
1951,The Georgia Satellites
1952,Aretha Franklin
1953,Janet Jackson
1954,Linda Ronstadt
1954,James Ingram
1955,Huey Lewis & The News
1956,Madonna
1957,Michael Jackson
1957,Siedah Garrett
1958,Madonna
1959,Janet Jackson
1960,Huey Lewis & The News
1961,Chicago
1962,Fleetwood Mac
1963,Suzanne Vega
1964,Bananarama
1965,Richard Marx
1966,Madonna
1967,Michael Jackson
1968,Cyndi Lauper
1969,Dan Hill
1969,Vonda Shepard
1970,Billy Idol
1971,Ameritz Karaoke Hits
1972,Swing Out Sister
1973,Ben E. King
1974,Gloria Estefan And Miami Sound Machine
1974,Miami Sound Machine
1975,Bon Jovi
1976,Peter Gabriel
1977,Steve Winwood
1978,Survivor
1979,Herb Alpert
1979,Janet Jackson
1980,Fleetwood Mac
1981,Lou Gramm
1982,Crowded House
1983,Bryan Adams
1984,Bruce Springsteen
1985,Smokey Robinson
1986,Bruce Willis
1987,Kool & The Gang
1988,Pretenders
1989,Huey Lewis & The News
1990,Breakfast Club
1991,Lionel Richie
1992,Kenny Loggins
1993,Cutting Crew
1994,Beastie Boys
1995,Ready For The World
1995,Louil Silas Jr.
1996,George Michael
1997,INXS
1998,George Harrison
1999,Rick Astley
2000,Guns N' Roses
2001,Whitney Houston
2002,Belinda Carlisle
2003,Breathe
2004,Steve Winwood
2005,George Michael
2006,Terence Trent D'Arby
2007,Zoom Karaoke
2008,Cheap Trick
2009,Billy Ocean
2010,Whitesnake
2011,Def Leppard
2012,Taylor Dayne
2013,Michael Jackson
2014,Robert Palmer
2015,Richard Marx
2016,Johnny Hates Jazz
2017,George Michael
2018,Phil Collins
2019,Def Leppard
2020,Richard Marx
2021,Whitney Houston
2022,Aerosmith
2023,The Bangles
2024,Michael Jackson
2025,Bobby McFerrin
2026,UB40
2027,Bon Jovi
2028,The Beach Boys
2029,Elton John
2030,Rick Astley
2030,Pete Hammond
2031,George Michael
2032,INXS
2033,Richard Marx
2033,David Cole
2034,Chicago
2035,Kylie Minogue
2036,Pet Shop Boys
2036,Dusty Springfield
2037,Information Society
2038,Taylor Dayne
2039,Jody Watley
2039,Michael Hutchinson
2039,Francois Kevorkian
2040,U2
2041,Belinda Carlisle
2042,Terence Trent D'Arby
2043,Pebbles
2044,Michael Jackson
2045,Pebbles
2046,Huey Lewis & The News
2047,INXS
2048,New Edition
2049,Peter Cetera
2050,Cheap Trick
2051,Elton John
2052,Daryl Hall & John Oates
2053,Foreigner
2054,Keith Sweat
2055,Natalie Cole
2056,Tracy Chapman
2057,ICEHOUSE
2058,Ameritz Karaoke Hits
2059,Bobby Brown
2060,Pet Shop Boys
2061,Van Halen
2062,Paul Carrack
2063,Joan Jett & The Blackhearts
2064,Foreigner
2065,Steve Winwood
2066,Whitney Houston
2067,Zoom Karaoke
2068,George Michael
2069,Cher
2070,INXS
2071,Steve Winwood
2072,Poison
2073,Taylor Dayne
2074,Chicago
2075,Bobby Brown
2076,Poison
2077,Paula Abdul
2078,Janet Jackson
2079,Paula Abdul
2080,Milli Vanilli
2081,Anita Baker
2082,Richard Marx
2083,Gloria Estefan
2084,Milli Vanilli
2085,Roxette
2086,Fine Young Cannibals
2087,Bobby Brown
2088,Phil Collins
2089,Milli Vanilli
2090,Roxette
2091,Bon Jovi
2092,Madonna
2093,New Kids On The Block
2094,Breathe
2095,Milli Vanilli
2096,Paula Abdul
2097,The Bangles
2098,Tone-Loc
2099,Bad English
2100,Cher
2101,Neneh Cherry
2102,Taylor Dayne
2103,Bon Jovi
2104,Fine Young Cannibals
2105,Sheena Easton
2106,Young MC
2107,Great White
2108,Jody Watley
2108,Louil Silas Jr.
2109,Bobby Brown
2110,New Kids On The Block
2111,Young Sexy Turks
2112,Love and Rockets
2113,New Kids On The Block
2114,Def Leppard
2115,Richard Marx
2116,Madonna
2117,Donny Osmond
2118,Tears For Fears
2119,Madonna
2120,Skid Row
2121,Tone-Loc
2122,The Bangles
2123,Natalie Cole
2124,The Jeff Healey Band
2125,Guns N' Roses
2126,Eddie Money
2127,New Kids On The Block
2128,Guns N' Roses
2129,Surface
2130,Lita Ford
2130,Ozzy Osbourne
2131,Cher
2131,Peter Cetera
2132,Bobby Brown
2133,Aerosmith
2134,Bon Jovi
2135,Edie Brickell & New Bohemians
2136,Guns N' Roses
2137,Rick Astley
2138,Babyface
2139,Alice Cooper
2140,Michael Jackson
2141,Bobby Brown
2142,Don Henley
2143,Soul II Soul
2143,Caron Wheeler
2144,Wilson Phillips
2145,Roxette
2146,Sinéad O'Connor
2147,Bell Biv DeVoe
2148,Madonna
2149,Mariah Carey
2150,Phil Collins
2151,En Vogue
2152,Billy Idol
2153,Jon Bon Jovi
2154,Bell Biv DeVoe
2155,Michael Bolton
2156,Technotronic
2157,Paula Abdul
2158,Janet Jackson
2159,Heart
2160,Maxi Priest
2161,Alannah Myles
2162,Wilson Phillips
2163,Linda Ronstadt
2163,Aaron Neville
2164,Lisa Stansfield
2164,Ian Devaney
2164,Andy Morris
2165,Johnny Gill
2166,Sweet Sensation
2167,Nelson
2168,Taylor Dayne
2169,Poison
2170,New Kids On The Block
2171,Roxette
2172,Billy Joel
2173,Rod Stewart
2174,Janet Jackson
2175,Jody Watley
2176,Luther Vandross
2177,Janet Jackson
2178,Vanilla Ice
2179,Milli Vanilli
2180,MC Hammer
2181,Taylor Dayne
2182,Janet Jackson
2183,George Michael
2184,Michael Bolton
2185,Phil Collins
2186,MC Hammer
2187,Phil Collins
2188,Lou Gramm
2189,Phil Collins
2190,Janet Jackson
2191,Aerosmith
2192,Digital Underground
2193,Taylor Dayne
2194,Tom Petty
2195,Pebbles
2196,Depeche Mode
2196,Daniel Miller
2196,Phil Legg
2197,Tesla
2198,Bad English
2199,Go West
2200,Chicago
2201,Skid Row
2202,Gloria Estefan
2203,Faith No More
2204,Mariah Carey
2205,Cher
2206,The B-52's
2207,Milli Vanilli
2208,Billy Joel
2209,Babyface
2210,Paul Young
2211,Paula Abdul
2212,Michael Bolton
2213,Keith Sweat
2214,New Kids On The Block
2215,Aerosmith
2216,KISS
2217,Biz Markie
2218,Mötley Crüe
2219,Jive Bunny and the Mastermixers
2220,Mellow Man Ace
2221,Bryan Adams
2222,C+C Music Factory (Presenting Freedom Williams)
2223,Paula Abdul
2224,EMF
2225,Extreme
2226,Surface
2227,Boyz II Men
2228,Stevie B
2229,Mariah Carey
2230,Whitney Houston
2231,Jesus Jones
2232,Janet Jackson
2233,Marky Mark And The Funky Bunch
2233,Loleatta Holloway
2234,Madonna
2235,Mariah Carey
2236,Roxette
2237,Mariah Carey
2238,Wilson Phillips
2239,Amy Grant
2240,Gloria Estefan
2241,Lenny Kravitz
2242,C & C Music Factory
2242,Freedom Williams
2243,Céline Dion
2244,Paula Abdul
2245,Whitney Houston
2246,Firehouse
2247,Roxette
2248,Extreme
2249,Wilson Phillips
2250,Michael Bolton
2251,Rod Stewart
2252,Divinyls
2253,Bonnie Raitt
2254,Nelson
2255,Vanilla Ice
2256,Bryan Adams
2257,The KLF
2258,Michael Bolton
2259,LL Cool J
2260,Styx
2261,Mariah Carey
2262,Rick Astley
2263,UB40
2264,UB40
2265,Tesla
2266,Keith Sweat
2267,Michael W. Smith
2268,Poison
2269,Chris Isaak
2270,Oleta Adams
2271,Tevin Campbell
2272,Queensrÿche
2273,Jesus Jones
2274,Aaron Neville
2275,INXS
2276,Deee-Lite
2277,Chesney Hawkes
2278,Naughty By Nature
2279,George Michael
2280,Salt-N-Pepa
2281,Rod Stewart
2282,Boyz II Men
2283,Sir Mix-A-Lot
2284,Kris Kross
2285,Eric Clapton
2286,En Vogue
2287,Red Hot Chili Peppers
2288,Jon Secada
2289,Shanice
2290,Mr. Big
2291,Right Said Fred
2292,Michael Jackson
2293,Billy Ray Cyrus
2294,Mariah Carey
2294,Trey Lorenz
2295,Guns N' Roses
2296,Tom Cochrane
2297,Michael Jackson
2298,CeCe Peniston
2299,Madonna
2300,Mariah Carey
2301,House Of Pain
2302,George Michael
2302,Elton John
2303,Atlantic Starr
2304,Céline Dion
2305,En Vogue
2306,Nirvana
2307,Bobby Brown
2308,Sophie B. Hawkins
2309,Boyz II Men
2310,Technotronic
2311,Arrested Development
2312,Superstar
2313,Mariah Carey
2314,Elton John
2314,George Michael
2315,P.M. Dawn
2316,Shakespears Sister
2317,Mint Condition
2318,P.M. Dawn
2319,Amy Grant
2320,Michael Bolton
2321,Richard Marx
2322,U2
2323,George Michael
2324,The Heights
2325,U2
2326,CeCe Peniston
2327,Kris Kross
2328,Michael Jackson
2329,Arrested Development
2330,Marky Mark And The Funky Bunch
2331,Bryan Adams
2332,Paula Abdul
2333,Bryan Adams
2334,Michael Bolton
2334,Kenny G
2335,N2DEEP
2336,Richard Marx
2337,Firehouse
2338,Jade
2339,Boyz II Men
2340,Mary J. Blige
2341,The KLF
2342,Amy Grant
2343,Richard Marx
2344,En Vogue
2345,Keith Sweat
2346,Mr. Big
2347,Amy Grant
2348,CeCe Peniston
2349,Def Leppard
2350,Das EFX
2351,Bonnie Raitt
2352,Whitney Houston
2353,UB40
2354,Janet Jackson
2355,SWV
2356,Shai
2357,Mariah Carey
2358,Wreckx-N-Effect
2359,Snow
2360,Dr. Dre
2360,Snoop Dogg
2361,Boyz II Men
2362,Jade
2363,Jodeci
2364,Robin S
2365,Peabo Bryson
2365,Regina Belle
2366,Janet Jackson
2367,SWV
2368,Soul Asylum
2369,Billy Joel
2370,Spin Doctors
2371,Whitney Houston
2372,Arrested Development
2373,Rod Stewart
2374,Shanice
2375,Meat Loaf
2376,Onyx
2377,P.M. Dawn
2378,Whitney Houston
2379,Shai
2380,Tina Turner
2381,P.M. Dawn
2382,Naughty By Nature
2383,Toni Braxton
2384,Michael Jackson
2384,Cleveland Orchestra
2385,Bobby Brown
2386,4 Non Blondes
2387,Ace of Base
2388,Dr. Dre
2389,Brian McKnight
2390,Xscape
2391,2Pac
2391,Digital Underground
2392,Bon Jovi
2393,Mary J. Blige
2394,Aerosmith
2395,Zhané
2396,Cypress Hill
2397,Madonna
2398,Madonna
2399,Inner Circle
2400,Jon Secada
2401,Jon Secada
2402,Janet Jackson
2403,Restless Heart
2404,Inner Circle
2405,Ice Cube
2406,Captain Hollywood Project
2407,The Heights
2408,Digable Planets
2409,Haddaway
2410,Michael Bolton
2411,En Vogue
2412,Kris Kross
2413,Ice Cube
2413,Das EFX
2414,Go West
2415,Rod Stewart
2416,Tears For Fears
2417,Aerosmith
2418,Gin Blossoms
2419,Jade
2420,Taylor Dayne
2421,Def Leppard
2422,Ace of Base
2423,Boyz II Men
2424,Céline Dion
2425,Mariah Carey
2426,Lisa Loeb
2427,Toni Braxton
2428,Rock Angels
2429,Ace of Base
2430,Ace of Base
2431,R. Kelly
2432,Janet Jackson
2433,Madonna
2434,Salt-N-Pepa
2434,En Vogue
2435,John Mellencamp
2435,Meshell Ndegeocello
2436,Toni Braxton
2437,Elton John
2438,Coolio
2439,Big Mountain
2439,Tom Lord-Alge
2440,Warren G
2440,Nate Dogg
2441,Jon Secada
2442,Aaliyah
2443,Richard Marx
2444,Babyface
2445,Bryan Adams
2446,Salt-N-Pepa
2447,Collective Soul
2448,Michael Bolton
2449,Enigma
2450,Sheryl Crow
2451,Crash Test Dummies
2452,Tevin Campbell
2453,Meat Loaf
2454,10
2454,000 Maniacs
2455,Melissa Etheridge
2456,Changing Faces
2457,Tevin Campbell
2458,Mariah Carey
2459,Janet Jackson
2460,The Cranberries
2461,Gin Blossoms
2462,Snoop Dogg
2462,Daz Dillinger
2463,Bruce Springsteen
2464,Luther Vandross
2464,Mariah Carey
2465,Xscape
2466,Warren G
2466,O.G.L.B.
2467,Jodeci
2468,2Pac
2469,R. Kelly
2470,69 Boyz
2471,Jimmy Cliff
2472,Babyface
2473,Aerosmith
2474,Xscape
2475,Aaliyah
2476,Meat Loaf
2477,Aerosmith
2478,Erasure
2479,Zhané
2480,Gabrielle
2481,Culture Beat
2482,Tom Petty and the Heartbreakers
2483,SWV
2483,Allen Gordon
2483," Jr. aka ""ALLSTAR"""
2483,Arty Skye
2484,Craig Mack
2485,Queen Latifah
2486,Madonna
2487,Ini Kamoze
2487,Salaam Remi
2488,Phil Collins
2489,Tim McGraw
2490,Heavy D & The Boyz
2491,Tim McGraw
2492,Bon Jovi
2493,Melissa Etheridge
2494,Bonnie Raitt
