index,artist
2495,Tevin Campbell
2496,Haddaway
2497,Babyface
2498,Ice Cube
2498,George Clinton
2499,Brandy
2500,Coolio
2500,L.V.
2501,Boyz II Men
2502,Mariah Carey
2503,Madonna
2504,Montell Jordan
2504,Wino
2505,Boyz II Men
2506,Adina Howard
2507,Blues Traveler
2508,Bryan Adams
2509,Bon Jovi
2510,Des'ree
2511,Michael Jackson
2512,Hootie & The Blowfish
2513,Ini Kamoze
2513,Salaam Remi
2514,Soul For Real
2515,Hootie & The Blowfish
2516,Blessid Union Of Souls
2516,David Kershenbaum
2517,Janet Jackson
2518,Sheryl Crow
2519,Jon B.
2519,Babyface
2520,Hootie & The Blowfish
2521,Brownstone
2522,Luniz
2522,Michael Marshall
2523,Brandy
2524,Sophie B. Hawkins
2525,Collective Soul
2526,Diana King
2527,Melissa Etheridge
2528,Soul For Real
2529,Brandy
2530,Boyz II Men
2531,Dr. Dre
2532,Del Amitri
2533,Jodeci
2534,Skee-Lo
2535,Elton John
2536,Natalie Merchant
2537,Tom Petty
2538,Take That
2539,69 Boyz
2540,Total
2540,The Notorious B.I.G.
2541,Sheryl Crow
2542,Bon Jovi
2543,Madonna
2544,Junior M.A.F.I.A.
2545,Naughty By Nature
2546,Jade
2547,Brandy
2547,Wanya Morris
2548,Annie Lennox
2549,Faith Evans
2550,U2
2551,Better Than Ezra
2552,Gloria Estefan
2553,Bone Thugs-N-Harmony
2554,Firehouse
2555,Rednex
2556,Boyz II Men
2557,Pretenders
2557,Bob Clearmountain
2558,Brandy
2559,Soul Asylum
2560,Van Halen
2561,Mariah Carey
2561,Boyz II Men
2562,Céline Dion
2563,Mariah Carey
2564,Tracy Chapman
2565,Bone Thugs-N-Harmony
2566,Keith Sweat
2567,Everything But The Girl
2568,Alanis Morissette
2569,Whitney Houston
2570,Brandy
2571,Céline Dion
2572,Eric Clapton
2573,LL Cool J
2573,Boyz II Men
2574,LL Cool J
2575,Jann Arden
2576,The Goo Goo Dolls
2577,R. Kelly
2578,Joan Osborne
2579,Natalie Merchant
2580,Mary J. Blige
2581,Coolio
2581,L.V.
2582,112
2582,The Notorious B.I.G.
2582,Mase
2583,Kelly Rowland
2584,SWV
2585,Deep Blue Something
2586,Collective Soul
2587,3T
2588,The Smashing Pumpkins
2589,Total
2590,Whitney Houston
2590,CeCe Winans
2591,Mariah Carey
2592,Hootie & The Blowfish
2593,Madonna
2594,Blues Traveler
2595,LL Cool J
2596,George Michael
2597,Kris Kross
2598,Bodeans
2599,No Doubt
2600,David Davis
2600,Christi Jones
2601,John Mellencamp
2602,Ginuwine
2603,Keith Sweat
2603,Athena Cage
2604,Sheryl Crow
2605,Sophie B. Hawkins
2606,MC Lyte
2606,Xscape
2607,Natalie Merchant
2608,Melissa Etheridge
2609,Toni Braxton
2610,R. Kelly
2611,Janet Jackson
2612,New Edition
2613,Total
2613,Da Brat
2614,Junior M.A.F.I.A.
2615,Maxi Priest
2615,Shaggy
2616,Metallica
2617,Ace of Base
2618,Take That
2619,Faith Evans
2620,Hootie & The Blowfish
2621,Puff Daddy & Faith Evans (Featuring 112)
2621,112
2622,Toni Braxton
2623,Diddy
2623,Mase
2624,R. Kelly
2625,En Vogue
2626,Mark Morrison
2627,LeAnn Rimes
2628,Spice Girls
2629,Backstreet Boys
2630,Hanson
2631,Usher
2632,Meredith Brooks
2633,Keith Sweat
2633,Athena Cage
2634,Third Eye Blind
2635,The Notorious B.I.G.
2635,Mase
2635,Diddy
2636,The Verve Pipe
2637,Savage Garden
2638,The Notorious B.I.G.
2639,Babyface
2639,Kenny G
2640,Spice Girls
2641,Boyz II Men
2642,Changing Faces
2643,Mariah Carey
2644,Whitney Houston
2645,Spice Girls
2646,Sister Hazel
2647,112
2648,Paula Cole
2649,Shawn Colvin
2650,Tim McGraw
2650,Faith Hill
2651,Gina G
2651,Motiv8
2652,New Edition
2653,98º
2654,Lil' Kim
2654,Angie Martinez
2654,"Lisa ""Left Eye"" Lopes"
2654,Da Brat
2654,Missy Elliott
2655,Bone Thugs-N-Harmony
2656,702
2657,Céline Dion
2658,Céline Dion
2659,Somethin' For The People
2660,Barbra Streisand
2660,Bryan Adams
2661,Foxy Brown
2661,JAY-Z
2662,Sheryl Crow
2663,Journey
2664,Sheryl Crow
2665,MC Lyte
2666,Ginuwine
2667,Sarah McLachlan
2668,White Town
2669,Coolio
2669,40 Thevz
2670,Eric Clapton
2671,Chumbawamba
2672,R. Kelly
2673,Total
2673,Black Rob
2674,Montell Jordan
2675,Bruce Springsteen
2676,Aaliyah
2677,Lil' Kim
2678,Luscious Jackson
2679,Warren G
2680,Brian McKnight
2680,Mase
2681,Madonna
2682,SWV
2682,Diddy
2683,Michael Bolton
2684,Mr. President
2685,Keith Sweat
2686,Madonna
2687,Ray J
2688,Brandy
2688,Monica
2689,Shania Twain
2690,Savage Garden
2691,LeAnn Rimes
2692,Paula Cole
2693,Third Eye Blind
2694,Destiny's Child
2694,Wyclef Jean
2695,Céline Dion
2696,Will Smith
2697,Usher
2698,Usher
2699,Mariah Carey
2700,Diddy
2700,The Notorious B.I.G.
2700,Mase
2701,Sarah McLachlan
2702,Backstreet Boys
2703,Aerosmith
2704,Faith Hill
2705,Montell Jordan
2705,"Silk ""The Shocker"" Friend"
2705,Master P
2706,Marcy Playground
2707,Boyz II Men
2708,Madonna
2709,Wyclef Jean
2710,Chumbawamba
2711,Five
2711,Cutfather & Joe
2712,Jon B.
2713,All Saints
2714,Studio Group
2715,Hanson
2716,Barenaked Ladies
2717,K.P. & Envyi
2718,Xscape
2719,Somethin' For The People
2720,Third Eye Blind
2721,Lisa Loeb
2722,LeAnn Rimes
2723,Backstreet Boys
2724,Jimmy Ray
2725,Ace of Base
2726,Diddy
2726,The Notorious B.I.G.
2726,Busta Rhymes
2727,Spice Girls
2728,Kelly Price
2728,R. Kelly
2728,Ronald Isley
2729,Edwin McCain
2730,Madonna
2731,Sister Hazel
2732,The Verve
2733,Busta Rhymes
2734,Spice Girls
2735,98º
2736,Loreena McKennitt
2737,Aaliyah
2738,2Pac
2739,Luke
2739,No Good But So Good
2740,Aretha Franklin
2741,Boyz II Men
2742,LL Cool J
2743,Gerald Levert
2744,Cher
2745,Whitney Houston
2745,Faith Evans
2745,Kelly Price
2746,Britney Spears
2747,Sixpence None The Richer
2748,Christina Aguilera
2749,Sugar Ray
2750,Ricky Martin
2751,702
2752,Jennifer Lopez
2753,The Goo Goo Dolls
2754,Brandy
2755,Backstreet Boys
2756,R. Kelly
2756,Céline Dion
2757,Smash Mouth
2758,Sarah McLachlan
2759,Destiny's Child
2760,Eagle-Eye Cherry
2761,Pearl Jam
2762,Maxwell
2763,Backstreet Boys
2764,Enrique Iglesias
2765,Busta Rhymes
2765,Janet Jackson
2766,Everlast
2767,Lenny Kravitz
2768,Sugar Ray
2769,Shania Twain
2770,Will Smith
2770,Dru Hill
2770,Kool Moe Dee
2771,Red Hot Chili Peppers
2772,Mariah Carey
2772,JAY-Z
2773,Mariah Carey
2774,98º
2775,JAY-Z
2775,Amil
2775,Ja Rule
2776,Third Eye Blind
2777,Ms. Lauryn Hill
2778,Lou Bega
2779,Tyrese
2780,Whitney Houston
2781,Shawn Mullins
2782,112
2783,Matchbox Twenty
2784,Ricky Martin
2785,Will Smith
2786,Tim McGraw
2787,Shania Twain
2788,Faith Evans
2789,Total
2790,Ms. Lauryn Hill
2791,The Goo Goo Dolls
2792,Mark Chesnutt
2793,98º
2794,Sarah McLachlan
2795,Whitney Houston
2796,Faith Evans
2796,Diddy
2797,Brandy
2798,Shania Twain
2799,LEN
2800,Marc Anthony
2801,Ginuwine
2802,Brian McKnight
2803,R. Kelly
2804,Kenny Chesney
2805,Britney Spears
2806,Mo Thugs Family
2807,JAY-Z
2808,Naughty By Nature
2808,Zhané
2809,Jo Dee Messina
2810,The Goo Goo Dolls
2811,Diddy
2812,George Strait
2813,Zoom Karaoke
2814,Alabama
2814,*NSYNC
2815,Faith Hill
2816,Destiny's Child
2817,Savage Garden
2818,Matchbox Twenty
2819,Toni Braxton
2820,Aaliyah Tribute
2821,Sisqo
2822,3 Doors Down
2823,Madonna
2824,Christina Aguilera
2825,Brian McKnight
2826,Marc Anthony
2827,Marc Anthony
2828,Montell Jordan
2829,Sisqo
2830,Macy Gray
2831,Céline Dion
2832,Backstreet Boys
2833,Missy Elliott
2834,Sonique
2835,Enrique Iglesias
2836,Christina Aguilera
2837,blink-182
2838,Faith Hill
2839,Christina Aguilera
2840,Third Eye Blind
2841,LeAnn Rimes
2842,Mariah Carey
2842,Joe
2842,Nas
2842,Clue
2842,"Supa Engineer ""Duro"""
2843,Jagged Edge
2843,RUN
2843,Lamarquis Jefferson
2844,Whitney Houston
2845,Smash Mouth
2846,Eiffel 65
2846,Gabry Ponte
2847,Eminem
2848,Everclear
2849,Britney Spears
2850,Jessica Simpson
2851,Filter
2852,Red Hot Chili Peppers
2853,JAY-Z
2853,UGK
2854,Jagged Edge
2855,Avant
2856,Donell Jones
2856,"Lisa ""Left Eye"" Lopes"
2857,Kid Rock
2858,Mystikal
2859,Erykah Badu
2859,Roy Ayres
2860,Train
2861,DMX
2862,Dread Zeppelin
2863,Jo Dee Messina
2864,Westlife
2865,Dr. Dre
2865,Snoop Dogg
2866,Britney Spears
2867,Savage Garden
2868,George Strait
2869,Donell Jones
2870,Toby Keith
2871,Tim McGraw
2872,The Goo Goo Dolls
2873,Lee Ann Womack
2874,Alice Deejay
2875,Bow Wow
2875,Xscape
2876,The Chicks
2877,Aaliyah
2878,The Hit Crew
2879,Jennifer Lopez
2880,Lifehouse
2881,Alicia Keys
2882,Train
2883,Jennifer Lopez
2883,Ja Rule
2884,Matchbox Twenty
2885,Lenny Kravitz
2886,The Hit Crew
2887,Blu Cantrell
2888,Shaggy
2888,Rik Rok
2889,Staind
2890,Usher
2891,Shaggy
2891,Rayvon
2892,Uncle Kracker
2893,112
2894,Incubus
2895,Destiny's Child
2896,Outkast
2897,Jennifer Lopez
2898,Faith Hill
2899,Ameritz Digital Karaoke
2900,Crazy Town
2901,Ja Rule
2901,Vita
2902,Mary J. Blige
2903,Lee Ann Womack
2904,Moby
2905,Madonna
2906,Craig David
2907,Destiny's Child
2908,Nelly Furtado
2909,3 Doors Down
2910,R. Kelly
2910,JAY-Z
2910,Boo
2910,Gotti
2911,Sugar Ray
2912,Aerosmith
2913,Jagged Edge
2914,Ginuwine
2915,JAY-Z
2916,Ricky Martin
2916,Christina Aguilera
2917,JAY-Z
2918,Mystikal
2919,Enya
2920,Toya
2921,S Club 7
2922,Jessica Simpson
2923,Sunshine Anderson
2924,Dave Matthews Band
2925,Faith Hill
2926,Musiq Soulchild
2927,112
2928,3LW
2929,Nelly Furtado
2930,Jennifer Lopez
2931,U2
2932,Blake Shelton
2933,Ludacris
2933,Pharrell Williams
2934,Tim McGraw
2935,Ja Rule
2935,Case
2936,Mariah Carey
2936,Da Brat
2936,Ludacris
2936,Twenty II
2936,Shawnna
2937,The Isley Brothers
2938,Erick Sermon
2938,Marvin Gaye
2939,Kenny Chesney
2940,R. Kelly
2941,Travis Tritt
2942,Eve 6
2943,Toby Keith
2944,Outkast
2945,3 Doors Down
2946,Enrique Iglesias
2947,Nickelback
2948,Ashanti
2949,The Calling
2950,Vanessa Carlton
2951,Linkin Park
2952,Fat Joe
2952,Ja Rule
2952,Ashanti
2953,Usher
2954,Puddle Of Mudd
2955,Avril Lavigne
2956,Ja Rule
2956,Ashanti
2957,Jennifer Lopez
2957,Ja Rule
2957,Cadillac Tah
2958,Jimmy Eat World
2959,Usher
2960,Mary J. Blige
2961,Eminem
2962,Enrique Iglesias
2963,Chad Kroeger
2963,Josey Scott
2964,Jennifer Lopez
2965,Cam’ron
2965,Juelz Santana
2966,DJ Sammy
2966,D/O
2967,No Doubt
2967,Bounty Killer
2968,Sheryl Crow
2969,Kelly Clarkson
2970,David Dallas
2970,Mr Sicc
2970,Tek
2971,Ashanti
2972,Kylie Minogue
2973,Eminem
2974,Alicia Keys
2975,Craig David
2976,Cam’ron
2976,Juelz Santana
2976,Freekey Zeekey
2976,Toya
2977,Disturbing Tha Peace
2977,Ludacris
2977,Mystikal
2977,I-20
2978,LeAnn Rimes
2979,Enrique Iglesias
2980,Aaliyah Tribute
2981,Faith Evans
2982,Daniel Bedingfield
2982,D'N'D Productions
2983,Eminem
2984,Michael Jackson
2985,Brandy
2986,Mary J. Blige
2986,Ja Rule
2987,Ginuwine
2988,ProTracks (Karaoke)
2989,Outkast
2989,Killer Mike
2990,No Doubt
2990,Lady Saw
2991,LL Cool J
2992,Sean Paul
2993,Ja Rule
2993,Case
2994,Ludacris
2995,The Goo Goo Dolls
2996,Mary J. Blige
2997,Ashanti
2998,Kenny Chesney
2999,Fat Joe
2999,R. Kelly
3000,Steve Holy
3001,Aaliyah Tribute
3002,Alan Jackson
3003,Jaheim
3004,Brandy
3005,B2K
3006,Céline Dion
3007,Nelly Furtado
3008,George Strait
3009,Toby Keith
3010,Alanis Morissette
3011,Avril Lavigne
3012,The Chicks
3013,Alan Jackson
3014,Justin Timberlake
3015,Toya
3016,50 Cent
3017,R. Kelly
3018,Sean Paul
3019,Beyoncé
3019,JAY-Z
3020,3 Doors Down
3021,Matchbox Twenty
3022,Chingy
3023,Aaliyah Tribute
3024,Kid Rock
3024,Sheryl Crow
3025,Evanescence
3026,Lil Jon & The East Side Boyz
3026,Ying Yang Twins
3027,Beyoncé
3027,Sean Paul
3028,50 Cent
3028,Nate Dogg
3029,Jennifer Lopez
3029,LL Cool J
3030,Christina Aguilera
3031,Busta Rhymes
3031,Mariah Carey
3031,Flipmode Squad
3032,Avril Lavigne
3033,Uncle Kracker
3034,Lil' Kim
3035,50 Cent
3036,B2K
3036,Diddy
3037,Fabolous
3037,Tamia
3038,Fabolous
3038,Mike Shorey
3038,Lil' Mo
3039,Ja Rule
3039,Ashanti
3040,Black Eyed Peas
3041,Eminem
3042,Ashanti
3043,Justin Timberlake
3044,Tyrese
3045,Justin Timberlake
3046,Wayne Wonder
3047,Pharrell Williams
3047,JAY-Z
3048,Karaoke - Dixie Chicks
3049,Nivea
3049,Brian Casey
3049,Brandon Casey
3050,Lumidee
3051,Snoop Dogg
3051,Pharrell Williams
3051,Uncle Charlie Wilson
3052,Kelly Clarkson
3053,Train
3054,Youngbloodz
3054,Lil Jon
3055,Clay Aiken
3056,Trapt
3057,Ginuwine
3058,Ludacris
3058,Shawnna
3059,Jason Mraz
3060,JAY-Z
3061,Jennifer Lopez
3061,Jadakiss
3061,Styles P
3062,Shania Twain
3063,Johnny Nash
3064,No Doubt
3064,Lady Saw
3065,Daniel Bedingfield
3066,R. Kelly
3067,3 Doors Down
3068,50 Cent
3069,Alan Jackson
3069,Jimmy Buffett
3070,Sean Paul
3071,Christina Aguilera
3071,Lil' Kim
3072,Puddle Of Mudd
3073,Frankie J
3074,Lil' Kim
3075,Ginuwine
3076,Toby Keith
3076,Willie Nelson
3077,Chingy
3077,Ludacris
3077,Snoop Dogg
3078,Erykah Badu
3078,Common
3079,Christina Aguilera
3080,2Pac
3080,Anthony Hamilton
3081,Coldplay
3082,Jaheim
3083,Ashanti
3084,Mark Wills
3085,Brooks & Dunn
3086,Dierks Bentley
3087,Ruben Studdard
3088,Eminem
3089,Kenny Chesney
3090,Aaliyah
3091,R. Kelly
3092,Audioslave
3093,Norah Jones
3094,Eminem
3094,Dina Rae
3095,Tim McGraw
3096,Floetry
3097,Usher
3097,Lil Jon
3097,Ludacris
3098,Usher
3099,Alicia Keys
3100,Maroon 5
3101,Outkast
3101,Sleepy Brown
3102,Hoobastank
3103,Mario Winans
3103,Enya
3103,Diddy
3104,Outkast
3105,Ciara
3105,Petey Pablo
3106,Terror Squad
3106,Fat Joe
3106,Remy Ma
3107,Usher
3108,Petey Pablo
3109,3 Doors Down
3110,Nickelback
3111,Beyoncé
3112,Evanescence
3113,Lil' Flip
3113,Lea
3114,JAY-Z
3115,Nina Sky
3115,Jabba
3116,Christina Milian
3117,Chingy
3117,Jason Weaver
3118,Kevin Lyttle
3119,Sheryl Crow
3120,Alicia Keys
3121,Linkin Park
3122,Alicia Keys
3122,Tony! Toni! Toné!
3122,Jermaine Paul
3123,Maroon 5
3124,Los Lonely Boys
3125,No Doubt
3126,Ashlee Simpson
3127,Kelis
3128,Ludacris
3129,Kanye West
3130,Akon
3131,Ludacris
3131,Shawnna
3132,Kanye West
3132,Syleena Johnson
3133,Britney Spears
3134,Ying Yang Twins
3134,Lil Jon & The East Side Boyz
3135,Jessica Simpson
3136,Switchfoot
3137,Ruben Studdard
3138,Avril Lavigne
3139,Outkast
3140,Destiny's Child
3141,D12
3142,Sean Paul
3142,Sasha
3142,Jeremy Harding
3142,Murray Elias
3143,Kanye West
3144,Jadakiss
3144,Anthony Hamilton
3145,Avant
3146,Lil' Flip
3147,Finger Eleven
3148,LL Cool J
3149,Youngbloodz
3149,Lil Jon
3150,Beyoncé
3150,Sean Paul
3151,Lil Jon & The East Side Boyz
3151,Ying Yang Twins
3152,Snoop Dogg
3152,Pharrell Williams
3153,Kelly Clarkson
3154,R. Kelly
3155,Linkin Park
3156,Tim McGraw
3157,Alan Jackson
3158,Britney Spears
3159,Beenie Man
3159,Ms. Thing
3160,G-Unit
3160,Joe
3161,Chingy
3161,Ludacris
3161,Snoop Dogg
3162,Black Eyed Peas
3163,Kenny Chesney
3163,Uncle Kracker
3164,Toby Keith
3165,JAY-Z
3166,Avril Lavigne
3167,Keith Urban
3168,R. Kelly
3169,Black Eyed Peas
3170,Gretchen Wilson
3171,Eminem
3172,John Michael Montgomery
3173,Kenny Chesney
3174,Mariah Carey
3175,Gwen Stefani
3176,Kelly Clarkson
3177,Ciara
3177,Missy Elliott
3178,Kanye West
3178,Jamie Foxx
3179,Green Day
3180,50 Cent
3180,Olivia
3181,The Pussycat Dolls
3181,Busta Rhymes
3182,Kelly Clarkson
3183,50 Cent
3184,Lifehouse
3185,Black Eyed Peas
3186,Missy Elliott
3186,Ciara
3186,Fatman Scoop
3187,Mariah Carey
3188,The Killers
3189,50 Cent
3190,Rihanna
3191,The Game
3191,50 Cent
3192,Weezer
3193,Ciara
3193,Ludacris
3194,Rob Thomas
3195,Snoop Dogg
3195,Pharrell Williams
3196,The Game
3196,50 Cent
3197,Lil Jon & The East Side Boyz
3197,Usher
3197,Ludacris
3198,Destiny's Child
3198,T.I.
3198,Lil Wayne
3199,Kelly Clarkson
3200,Will Smith
3201,Bow Wow
3201,Omarion
3202,Bow Wow
3202,Ciara
3203,Gwen Stefani
3203,Eve
3204,Black Eyed Peas
3205,Frankie J
3205,Baby Bash
3206,Usher
3207,DHT
3207,Edmee
3208,Papa Roach
3209,Gorillaz
3210,3 Doors Down
3210,Jack Joseph Puig
3211,Green Day
3212,Fall Out Boy
3213,Pretty Ricky
3214,Nickelback
3215,Akon
3216,Howie Day
3217,Green Day
3218,Fat Joe
3218,Nelly
3219,David Banner
3220,Jeezy
3220,Akon
3221,Ludacris
3221,Bobby V.
3222,Alicia Keys
3223,Coldplay
3224,Gavin DeGraw
3225,Eminem
3226,Maroon 5
3227,Ying Yang Twins
3228,Backstreet Boys
3229,Destiny's Child
3230,Amerie
3231,Foo Fighters
3232,Mariah Carey
3232,Jermaine Dupri
3232,Fatman Scoop
3233,Carrie Underwood
3234,Kelly Clarkson
3235,Pretty Ricky
3236,Jesse McCartney
3237,Gwen Stefani
3238,Ludacris
3239,50 Cent
3239,Mobb Deep
3241,Black Eyed Peas
3242,Jennifer Lopez
3243,Toby Keith
3244,Destiny's Child
3245,John Legend
3246,Sean Paul
3247,Omarion
3248,Ja Rule
3248,R. Kelly
3248,Ashanti
3249,T-Pain
3250,Gavin DeGraw
3251,112
3252,Faith Hill
3253,Ludacris
3254,Daniel Powter
3255,Sean Paul
3256,Nelly Furtado
3256,Timbaland
3257,James Blunt
3257,Matt Michaels
3258,Natasha Bedingfield
3259,Gnarls Barkley
3260,Chamillionaire
3260,Krayzie Bone
3261,Justin Timberlake
3261,Timbaland
3262,Beyoncé
3262,Bun B
3262,Slim Thug
3263,Mary J. Blige
3264,The Pussycat Dolls
3265,Ne-Yo
3266,Rihanna
3267,Panic! At The Disco
3268,The All-American Rejects
3269,Fergie
3270,Red Hot Chili Peppers
3271,Youngbloodz
3271,Sean Paul
3271,E-40
3271,Lil Jon
3272,Dem Franchize Boyz
3272,Peanut
3272,Charlay
3273,Rascal Flatts
3274,Rihanna
3275,Snow Patrol
3276,Hinder
3277,Christina Aguilera
3278,Fall Out Boy
3279,Kanye West
3279,Jamie Foxx
3280,Ludacris
3280,Pharrell Williams
3281,Bubba Sparxxx
3281,Ying Yang Twins
3281,Mr. Collipark
3282,Sean Paul
3282,Keyshia Cole
3283,Nickelback
3284,Kelly Clarkson
3285,The Pussycat Dolls
3286,T-Pain
3286,Mike Jones
3287,Black Eyed Peas
3288,Fort Minor
3288,Holly Brook
3288,Jonah Matranga
3289,Kelly Clarkson
3290,The All-American Rejects
3291,Nickelback
3292,Mariah Carey
3293,Ne-Yo
3294,E-40
3294,T-Pain
3294,Kandi Girl
3295,Nickelback
3296,Cherish
3296,Sean Paul
3297,Jamie Foxx
3297,Ludacris
3298,Justin Timberlake
3298,T.I.
3299,Eminem
3299,Nate Dogg
3300,Chingy
3300,Tyrese
3301,Kelis
3301,Too $hort
3302,Akon
3302,Eminem
3303,Ray J
3304,Bon Jovi
3304,Jennifer Nettles
3305,Busta Rhymes
3306,Daddy Yankee
3307,Rascal Flatts
3308,Evanescence
3309,Carrie Underwood
3310,Ciara
3310,Chamillionaire
3311,Sean Paul
3312,Blue October
3313,Lifehouse
3314,The Pussycat Dolls
3314,will.i.am
3315,Dem Franchize Boyz
3315,Jermaine Dupri
3315,Da Brat
3315,Bow Wow
3315,The Kid Slim
3316,Jeezy
3316,Akon
3317,Black Eyed Peas
3318,Eminem
3319,Madonna
3320,Keyshia Cole
3321,Ne-Yo
3322,Gorillaz
3323,T-Pain
3324,Taylor Hicks
3325,Beyoncé
3326,Rihanna
3326,JAY-Z
3327,Gwen Stefani
3327,Akon
3328,Fergie
3329,T-Pain
3329,Yung Joc
3330,Carrie Underwood
3331,Plain White T's
3332,Akon
3332,Snoop Dogg
3333,Nelly Furtado
3334,Fergie
3334,Ludacris
3335,Akon
3336,Avril Lavigne
3337,Maroon 5
3338,Akon
3338,Eminem
3339,MiMS
3340,Daughtry
3341,Timbaland
3341,Keri Hilson
3341,D.O.E.
3342,Fergie
3342,will.i.am
3343,Timbaland
3343,Justin Timberlake
3343,Nelly Furtado
3344,Justin Timberlake
3345,Daughtry
3346,Justin Timberlake
3346,T.I.
3347,Kanye West
3348,Jim Jones
3349,Sean Kingston
3350,Fall Out Boy
3351,T-Pain
3351,Akon
3352,Ludacris
3352,Mary J. Blige
3353,Nickelback
3354,Fall Out Boy
3355,Linkin Park
3356,Justin Timberlake
3357,Elliott Yamin
3358,Fat Joe
3358,Lil Wayne
3359,Fabolous
3359,Ne-Yo
3360,Omarion
3361,Hinder
3362,Robin Thicke
3363,Nickelback
3364,Bow Wow
3364,Chris Brown
3364,Johnta Austin
3365,The All-American Rejects
3366,Ne-Yo
3367,Bone Thugs-N-Harmony
3367,Akon
3368,My Chemical Romance
3369,Plies
3369,T-Pain
3370,Snow Patrol
3371,Beyoncé
3371,Shakira
3372,Justin Timberlake
3372,Timbaland
3373,Avril Lavigne
3374,Keyshia Cole
3374,Missy Elliott
3374,Lil' Kim
3375,Timbaland
3375,OneRepublic
3376,Colbie Caillat
3377,Ciara
3378,Kelly Clarkson
3379,Ciara
3380,J. Holiday
3381,Amy Winehouse
3382,Alicia Keys
3383,Boys Like Girls
3384,Jeezy
3384,R. Kelly
3385,Pretty Ricky
3386,Gwen Stefani
3387,Rihanna
3387,Sean Paul
3388,Lifehouse
3389,50 Cent
3389,Justin Timberlake
3389,Timbaland
3390,Bow Wow
3390,T-Pain
3390,Johnta Austin
3391,Taylor Swift
3392,Rihanna
3393,Red Hot Chili Peppers
3394,Ludacris
3394,Pharrell Williams
3395,Nickelback
3396,Justin Timberlake
3397,Hinder
3398,Finger Eleven
3399,Snoop Dogg
3399,R. Kelly
3400,R. Kelly
3400,Usher
3401,Flo Rida
3401,T-Pain
3402,Leona Lewis
3403,Alicia Keys
3404,Lil Wayne
3404,Static Major
3405,Timbaland
3405,OneRepublic
3406,Jordin Sparks
3406,Chris Brown
3407,Sara Bareilles
3408,Usher
3408,Jeezy
3409,Ray J
3409,Yung Berg
3410,Rihanna
3411,Coldplay
3412,Katy Perry
3413,Rihanna
3414,Rihanna
3415,Natasha Bedingfield
3416,Ne-Yo
3417,Colbie Caillat
3418,Mariah Carey
3419,Madonna
3419,Justin Timberlake
3419,Timbaland
3420,Finger Eleven
3421,Fergie
3422,Jason Mraz
3422,Philip Lawson
3422,The King's Singers
3423,Jesse McCartney
3424,Kardinal Offishall
3424,Akon
3425,Jordin Sparks
3426,Miley Cyrus
3427,Metro Station
3428,OneRepublic
3429,Sean Kingston
3430,Katy Perry
3431,The Karaoke Channel
3432,Lil Wayne
3432,T-Pain
3433,Taylor Swift
3434,Lil Wayne
3435,Buckcherry
3436,T-Pain
3436,Lil Wayne
3437,Alicia Keys
3438,Taylor Swift
3439,The Pussycat Dolls
3440,Snoop Dogg
3441,3 Doors Down
3442,Leona Lewis
3443,Linkin Park
3444,Wyclef Jean
3444,Akon
3444,Lil Wayne
3444,Niia
3445,Ne-Yo
3446,Flo Rida
3446,will.i.am
3447,Jordin Sparks
3448,Rihanna
3448,Ne-Yo
3449,Lupe Fiasco
3449,Matthew Santos
3450,J. Holiday
3451,Kevin Rudolf
3451,Lil Wayne
3452,David Banner
3452,Chris Brown
3452,Yung Joc
3453,Colbie Caillat
3454,Young Jeezy aka Lil' J
3455,David Cook
3456,Natasha Bedingfield
3456,Sean Kingston
3457,Jonas Brothers
3458,Kanye West
3459,The-Dream
3460,Plies
3460,Akon
3461,Fergie
3462,Kanye West
3462,T-Pain
3463,Britney Spears
3464,Taylor Swift
3465,Mary J. Blige
3466,Britney Spears
3467,Rick Ross
3467,T-Pain
3468,Kid Rock
3469,Trey Songz
3470,Gavin DeGraw
3471,The Game
3471,Lil Wayne
3472,Keyshia Cole
3473,Kanye West
3473,Dwele
3474,Lil Wayne
3474,Bobby V.
3474,Kidd Kidd
3475,Miley Cyrus
3476,Trace Adkins
3477,Gavin Rossdale
3478,Daughtry
3479,Timbaland
3479,Keri Hilson
3479,D.O.E.
3480,Saving Abel
3481,Keyshia Cole
3482,Black Eyed Peas
3483,Lady Gaga
3484,Lady Gaga
3484,Colby O'Donis
3485,Black Eyed Peas
3486,Taylor Swift
3487,Flo Rida
3488,Jason Mraz
3488,Philip Lawson
3488,The King's Singers
3489,Beyoncé
3490,Kanye West
3491,The All-American Rejects
3492,Taylor Swift
3493,Kings of Leon
3494,Keri Hilson
3494,Kanye West
3494,Ne-Yo
3495,Jamie Foxx
3495,T-Pain
3496,Pitbull
3497,Jay Sean
3497,Lil Wayne
3498,Miley Cyrus
3499,Kelly Clarkson
3500,Beyoncé
3501,Katy Perry
3502,Shinedown
3503,Britney Spears
3504,Kid Cudi
3505,Miley Cyrus
3506,Kevin Rudolf
3506,Lil Wayne
3507,Sean Kingston
3508,Jason Derulo
3509,Lady Gaga
3510,Katy Perry
3511,Jeremih
3512,Britney Spears
3513,Mariah Carey
3514,Ne-Yo
3515,Cobra Starship
3515,Leighton Meester
3516,Kanye West
3517,Pitbull
3518,Beyoncé
3519,The Pussycat Dolls
3520,Nickelback
3521,Lady Gaga
3522,Akon
3522,Colby O'Donis
3522,Kardinal Offishall
3523,Coldplay
3524,Akon
3525,Jordin Sparks
3526,Flo Rida
3526,Wynter Gordon
